"Dataset","PeakNo","Wavenumber","Intensity"
"Acrylic1.RedFiber(Polyacrylonitrile)",1,1297.1,321.9
"Acrylic1.RedFiber(Polyacrylonitrile)",2,1114.3,304.7
"Acrylic1.RedFiber(Polyacrylonitrile)",3,260.9,280.2
"Acrylic1.RedFiber(Polyacrylonitrile)",4,1521.4,260.9
"Acrylic1.RedFiber(Polyacrylonitrile)",5,1464.4,216.7
"Acrylic1.RedFiber(Polyacrylonitrile)",6,783.6,233.5
"Acrylic1.RedFiber(Polyacrylonitrile)",7,1346.2,170.2
"Acrylic1.RedFiber(Polyacrylonitrile)",8,120.5,195.4
"Acrylic1.RedFiber(Polyacrylonitrile)",9,751.1,120.5
"Acrylic1.RedFiber(Polyacrylonitrile)",10,1230.2,130.4
"Acrylic1.RedFiber(Polyacrylonitrile)",11,1566,129
"Acrylic1.RedFiber(Polyacrylonitrile)",12,1167.5,146.6
"Acrylic1.RedFiber(Polyacrylonitrile)",13,821.3,113.4
"Acrylic1.RedFiber(Polyacrylonitrile)",14,523.8,110.4
"Acrylic1.RedFiber(Polyacrylonitrile)",15,308,134.3
"Acrylic1.RedFiber(Polyacrylonitrile)",16,925.1,131.8
"Acrylic1.RedFiber(Polyacrylonitrile)",17,159.7,133.1
"Acrylic1.RedFiber(Polyacrylonitrile)",18,1607.9,87.5
"Acrylic1.RedFiber(Polyacrylonitrile)",19,619.1,98.7
"Acrylic1.RedFiber(Polyacrylonitrile)",20,856.1,68.5
"Acrylic1.RedFiber(Polyacrylonitrile)",21,652.4,101.5
"Acrylic1.RedFiber(Polyacrylonitrile)",22,1409.2,81.8
"Acrylic1.RedFiber(Polyacrylonitrile)",23,429.8,74
"Acrylic1.RedFiber(Polyacrylonitrile)",24,1029.6,53.1
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",1,261.1,123.7
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",2,1109.3,120.5
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",3,1452.6,124.8
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",4,1309.6,102.7
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",5,1351.2,96.7
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",6,524,92.1
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",7,805.4,77.8
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",8,756.7,82.6
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",9,1225.4,73.2
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",10,1267.7,72
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",11,432.8,70.5
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",12,404.1,70.6
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",13,641.5,59.7
"Acrylic2.PinkFiberBundle(Polyacrylonitrile)",14,1535.7,64.3
"Acrylic3.BrownFiber(Polyacrylonitrile)",1,1129.5,1440.1
"Acrylic3.BrownFiber(Polyacrylonitrile)",2,1341.3,1426.3
"Acrylic3.BrownFiber(Polyacrylonitrile)",3,1375.4,802.3
"Acrylic3.BrownFiber(Polyacrylonitrile)",4,1237.7,801.1
"Acrylic3.BrownFiber(Polyacrylonitrile)",5,1452.5,764.8
"Acrylic3.BrownFiber(Polyacrylonitrile)",6,1086.2,646.9
"Acrylic3.BrownFiber(Polyacrylonitrile)",7,263.9,673.7
"Acrylic3.BrownFiber(Polyacrylonitrile)",8,1200.2,770.6
"Acrylic3.BrownFiber(Polyacrylonitrile)",9,821.3,630
"Acrylic3.BrownFiber(Polyacrylonitrile)",10,526.6,522.8
"Acrylic3.BrownFiber(Polyacrylonitrile)",11,147.6,432.7
"Acrylic3.BrownFiber(Polyacrylonitrile)",12,1416.5,476.4
"Acrylic3.BrownFiber(Polyacrylonitrile)",13,1582.3,474.4
"Acrylic3.BrownFiber(Polyacrylonitrile)",14,1050.2,439
"Acrylic3.BrownFiber(Polyacrylonitrile)",15,764.7,322.9
"Acrylic3.BrownFiber(Polyacrylonitrile)",16,1607.9,286.5
"Acrylic3.BrownFiber(Polyacrylonitrile)",17,401,243.8
"Acrylic3.BrownFiber(Polyacrylonitrile)",18,925.1,246.8
"Acrylic3.BrownFiber(Polyacrylonitrile)",19,888.1,320
"Acrylic3.BrownFiber(Polyacrylonitrile)",20,1516.6,203.2
"Acrylic3.BrownFiber(Polyacrylonitrile)",21,641.3,173.4
"Acrylic3.BrownFiber(Polyacrylonitrile)",22,710.2,165.1
"Acrylic3.BrownFiber(Polyacrylonitrile)",23,195.6,202.3
"AcrylonitrileButadieneStyrene1.ClearFragment",1,116.7,27286.5
"AcrylonitrileButadieneStyrene1.ClearFragment",2,3058.2,15998.6
"AcrylonitrileButadieneStyrene1.ClearFragment",3,999.2,20144.7
"AcrylonitrileButadieneStyrene1.ClearFragment",4,2907.7,12379.7
"AcrylonitrileButadieneStyrene1.ClearFragment",5,2237.9,11637.1
"AcrylonitrileButadieneStyrene1.ClearFragment",6,1196,10281.2
"AcrylonitrileButadieneStyrene1.ClearFragment",7,1036.2,10429.1
"AcrylonitrileButadieneStyrene1.ClearFragment",8,1601.4,11022.3
"AcrylonitrileButadieneStyrene1.ClearFragment",9,1449.9,8670.6
"AcrylonitrileButadieneStyrene1.ClearFragment",10,1317.2,8158.3
"AcrylonitrileButadieneStyrene1.ClearFragment",11,1089.8,7934.3
"AcrylonitrileButadieneStyrene1.ClearFragment",12,753.6,7731.7
"AcrylonitrileButadieneStyrene1.ClearFragment",13,620.5,8739.6
"AcrylonitrileButadieneStyrene1.ClearFragment",14,3486.3,6725.1
"CelluloseAcetate1.ClearFilm",1,2938.8,6519.3
"CelluloseAcetate1.ClearFilm",2,115.9,4207.1
"CelluloseAcetate1.ClearFilm",3,1731.1,1333.9
"CelluloseAcetate1.ClearFilm",4,1373.7,1168.1
"CelluloseAcetate1.ClearFilm",5,1043.9,1398.1
"CelluloseAcetate1.ClearFilm",6,1120,1041.4
"CelluloseAcetate1.ClearFilm",7,3075.7,1016.2
"CelluloseAcetate1.ClearFilm",8,1446.5,925.9
"CelluloseAcetate1.ClearFilm",9,1286.4,909.1
"CelluloseAcetate1.ClearFilm",10,1080.6,909.1
"CelluloseAcetate1.ClearFilm",11,649.5,944.7
"CelluloseAcetate1.ClearFilm",12,909.8,789.1
"CelluloseAcetate1.ClearFilm",13,204.1,853.6
"CelluloseAcetate1.ClearFilm",14,1161.9,814.8
"CelluloseAcetate1.ClearFilm",15,1603.4,964
"CelluloseAcetate1.ClearFilm",16,849.1,728.2
"CelluloseAcetate1.ClearFilm",17,356.2,444.6
"CelluloseAcetate1.ClearFilm",18,396.1,455.9
"CelluloseAcetate1.ClearFilm",19,278.9,495.8
"CelluloseAcetate1.ClearFilm",20,511.7,434.4
"CelluloseAcetate1.ClearFilm",21,562.9,300.8
"CelluloseAcetate1.ClearFilm",22,1547.9,275.1
"CelluloseAcetate1.ClearFilm",23,790.9,227.8
"CelluloseAcetate2.WhiteFragment",1,1040.4,579.2
"CelluloseAcetate2.WhiteFragment",2,1732.2,419.4
"CelluloseAcetate2.WhiteFragment",3,653,457.2
"CelluloseAcetate2.WhiteFragment",4,909.8,415.2
"CelluloseAcetate2.WhiteFragment",5,1117.3,386.1
"CelluloseAcetate2.WhiteFragment",6,1371,386.2
"CelluloseAcetate2.WhiteFragment",7,1076.4,329.6
"CelluloseAcetate2.WhiteFragment",8,848.6,353.6
"CelluloseAcetate2.WhiteFragment",9,1443.3,295.6
"CelluloseAcetate2.WhiteFragment",10,1285.3,291.3
"CelluloseAcetate2.WhiteFragment",11,1606.1,297.1
"CelluloseAcetate2.WhiteFragment",12,1162.9,287.4
"CelluloseAcetate2.WhiteFragment",13,513.1,277.9
"CelluloseAcetate2.WhiteFragment",14,395.9,226.5
"CelluloseAcetate2.WhiteFragment",15,355.4,208.8
"CelluloseAcetate2.WhiteFragment",16,1923.2,161.3
"CelluloseAcetate3.PinkFiber",1,1093.9,621
"CelluloseAcetate3.PinkFiber",2,372.1,268.3
"CelluloseAcetate3.PinkFiber",3,325.5,259.8
"CelluloseAcetate3.PinkFiber",4,117.5,247.8
"CelluloseAcetate3.PinkFiber",5,1336.4,248.1
"CelluloseAcetate3.PinkFiber",6,1377.8,271.8
"CelluloseAcetate3.PinkFiber",7,449.9,186.9
"CelluloseAcetate3.PinkFiber",8,1001,224.5
"CelluloseAcetate3.PinkFiber",9,543.6,197.7
"CelluloseAcetate3.PinkFiber",10,492.6,190.1
"CelluloseAcetate3.PinkFiber",11,1819.2,186.6
"CelluloseAcetate3.PinkFiber",12,252,179.3
"CelluloseAcetate3.PinkFiber",13,751.1,182.6
"CelluloseAcetate3.PinkFiber",14,858.8,184.6
"CelluloseAcetate3.PinkFiber",15,1856.9,171.9
"CelluloseAcetate3.PinkFiber",16,1034.7,222.8
"DyedCellulose1.RedFiber",1,1096.4,784.7
"DyedCellulose1.RedFiber",2,1284.8,660.5
"DyedCellulose1.RedFiber",3,1411.7,661.2
"DyedCellulose1.RedFiber",4,1134.6,608.3
"DyedCellulose1.RedFiber",5,1375.4,643.7
"DyedCellulose1.RedFiber",6,1336.4,485.3
"DyedCellulose1.RedFiber",7,1589.3,494.9
"DyedCellulose1.RedFiber",8,357.6,378.3
"DyedCellulose1.RedFiber",9,486.9,363.1
"DyedCellulose1.RedFiber",10,1220.2,327.9
"DyedCellulose1.RedFiber",11,898.7,341.3
"DyedCellulose1.RedFiber",12,421.2,313.4
"DyedCellulose1.RedFiber",13,1464.4,346.6
"DyedCellulose1.RedFiber",14,455.6,270.9
"DyedCellulose1.RedFiber",15,305,254.4
"DyedCellulose1.RedFiber",16,535.1,218.9
"DyedCellulose1.RedFiber",17,582.9,136.6
"DyedCellulose1.RedFiber",18,641.3,125.5
"DyedCellulose1.RedFiber",19,821.3,125.6
"DyedCellulose1.RedFiber",20,753.8,89.5
"DyedCellulose1.RedFiber",21,691,65.4
"DyedCellulose2.PinkFiber",1,1292.2,610.3
"DyedCellulose2.PinkFiber",2,1096.4,497.3
"DyedCellulose2.PinkFiber",3,1594,382
"DyedCellulose2.PinkFiber",4,1452.5,336.8
"DyedCellulose2.PinkFiber",5,377.9,389.4
"DyedCellulose2.PinkFiber",6,1368.1,274.3
"DyedCellulose2.PinkFiber",7,1416.5,229.7
"DyedCellulose2.PinkFiber",8,441.3,262.5
"DyedCellulose2.PinkFiber",9,343,217.6
"DyedCellulose2.PinkFiber",10,1731.7,109.1
"DyedCellulose2.PinkFiber",11,521,204.9
"DyedCellulose2.PinkFiber",12,1245.2,119.6
"DyedCellulose2.PinkFiber",13,909.3,120.4
"DyedCellulose2.PinkFiber",14,821.3,112.1
"DyedCellulose2.PinkFiber",15,171.7,93.9
"DyedCellulose2.PinkFiber",16,231.3,72.4
"DyedCellulose2.PinkFiber",17,756.5,60.4
"DyedCellulose2.PinkFiber",18,1959.6,59.7
"DyedCellulose2.PinkFiber",19,489.8,98.1
"DyedCellulose3.GreenFiber",1,2897.1,2147
"DyedCellulose3.GreenFiber",2,1339,2065.7
"DyedCellulose3.GreenFiber",3,1101,1686.7
"DyedCellulose3.GreenFiber",4,1598.8,1618.5
"DyedCellulose3.GreenFiber",5,1532.7,1217
"DyedCellulose3.GreenFiber",6,1466,1179.3
"DyedCellulose3.GreenFiber",7,730.1,594.8
"DyedCellulose3.GreenFiber",8,375.4,585.5
"DyedCellulose3.GreenFiber",9,907.6,488.5
"DyedCellulose3.GreenFiber",10,506.4,340.6
"DyedCellulose3.GreenFiber",11,439.6,443.9
"DyedCellulose3.GreenFiber",12,344.6,404.9
"DyedCellulose3.GreenFiber",13,956.4,297.2
"DyedCellulose3.GreenFiber",14,273.5,248.4
"DyedCellulose3.GreenFiber",15,2520.3,204.5
"DyedCellulose3.GreenFiber",16,1711.1,241.8
"DyedCellulose3.GreenFiber",17,2614,167.5
"DyedCellulose3.GreenFiber",18,1770.4,210.4
"DyedCellulose3.GreenFiber",19,820.8,198
"DyedCellulose3.GreenFiber",20,3075.8,153.7
"DyedCellulose3.GreenFiber",21,3231.1,165
"DyedCellulose3.GreenFiber",22,2427.5,156.8
"DyedCellulose3.GreenFiber",23,3157.1,166.5
"DyedCellulose3.GreenFiber",24,2648,172.8
"DyedCellulose3.GreenFiber",25,2708.7,201.1
"DyedCellulose4.YellowFiber",1,1598.8,6924.9
"DyedCellulose4.YellowFiber",2,2897.1,2146.9
"DyedCellulose4.YellowFiber",3,1398.7,1798.9
"DyedCellulose4.YellowFiber",4,1251.3,1435
"DyedCellulose4.YellowFiber",5,1530,1793.2
"DyedCellulose4.YellowFiber",6,916.3,1224.3
"DyedCellulose4.YellowFiber",7,1106.7,862.7
"DyedCellulose4.YellowFiber",8,1292.5,1099.2
"DyedCellulose4.YellowFiber",9,659.1,1081.6
"DyedCellulose4.YellowFiber",10,1561.8,762.9
"DyedCellulose4.YellowFiber",11,823.7,727.6
"DyedCellulose4.YellowFiber",12,736,726
"DyedCellulose4.YellowFiber",13,503.4,605.7
"DyedCellulose4.YellowFiber",14,1039,780.6
"DyedCellulose4.YellowFiber",15,424.4,759.1
"DyedCellulose4.YellowFiber",16,1452.6,850
"DyedCellulose4.YellowFiber",17,1341.7,565.7
"DyedCellulose4.YellowFiber",18,1630.3,723.6
"DyedCellulose4.YellowFiber",19,560.6,552.6
"DyedCellulose4.YellowFiber",20,347.7,463
"DyedCellulose4.YellowFiber",21,129.4,427.8
"DyedCellulose4.YellowFiber",22,173.5,665.7
"DyedCellulose4.YellowFiber",23,2015.5,493.6
"DyedCellulose4.YellowFiber",24,223.6,376.5
"DyedCellulose4.YellowFiber",25,276.6,671.9
"DyedCellulose4.YellowFiber",26,2128.8,479.8
"DyedCellulose4.YellowFiber",27,2206.6,501.6
"DyedCellulose4.YellowFiber",28,2648,472
"DyedCellulose4.YellowFiber",29,1875.1,492.9
"DyedCellulose4.YellowFiber",30,2595.8,458.2
"DyedCellulose5.RedFiber",1,1097,831.9
"DyedCellulose5.RedFiber",2,1371.1,498.8
"DyedCellulose5.RedFiber",3,381.7,373.7
"DyedCellulose5.RedFiber",4,1332.1,260.2
"DyedCellulose5.RedFiber",5,344,274.3
"DyedCellulose5.RedFiber",6,447.9,215.8
"DyedCellulose5.RedFiber",7,1285.4,222.3
"DyedCellulose5.RedFiber",8,1606.2,225.5
"DyedCellulose5.RedFiber",9,1484,212.1
"DyedCellulose5.RedFiber",10,1230.8,137.2
"DyedCellulose5.RedFiber",11,899.3,141.7
"DyedCellulose5.RedFiber",12,1450.6,129.2
"DyedCellulose5.RedFiber",13,967.7,144.2
"DyedCellulose5.RedFiber",14,727.3,170.7
"DyedCellulose5.RedFiber",15,1552.5,122.5
"DyedCellulose5.RedFiber",16,1193.3,88.8
"DyedCellulose5.RedFiber",17,530.3,41.4
"DyedCellulose5.RedFiber",18,1001.6,86.3
"DyedCellulose5.RedFiber",19,578,41.7
"DyedCellulose5.RedFiber",20,762.7,59.6
"Polyamide1.BlueFragment",1,2923.6,2210.8
"Polyamide1.BlueFragment",2,2857.2,1702.8
"Polyamide1.BlueFragment",3,1441.8,941.1
"Polyamide1.BlueFragment",4,1390.6,928.1
"Polyamide1.BlueFragment",5,1303.5,477.3
"Polyamide1.BlueFragment",6,1344.4,428.1
"Polyamide1.BlueFragment",7,1627.7,322.3
"Polyamide1.BlueFragment",8,1075.7,222.7
"Polyamide1.BlueFragment",9,855.6,202.8
"Polyamide1.BlueFragment",10,1207.1,274.2
"Polyamide1.BlueFragment",11,1530,204.4
"Polyamide1.BlueFragment",12,488.2,172.8
"Polyamide1.BlueFragment",13,629.4,119.2
"Polyamide1.BlueFragment",14,2722.1,127.8
"Polyamide1.BlueFragment",15,668,121.5
"Polyamide1.BlueFragment",16,542.6,111.7
"Polyamide1.BlueFragment",17,738.9,77.3
"Polyamide1.BlueFragment",18,418.3,118.3
"Polyamide1.BlueFragment",19,320,117.1
"Polyamide1.BlueFragment",20,2518,98.5
"Polyamide1.BlueFragment",21,1875.1,108.3
"Polyamide2.PinkFiber",1,2903.7,6297.5
"Polyamide2.PinkFiber",2,145.2,8564.3
"Polyamide2.PinkFiber",3,2870.6,4808.1
"Polyamide2.PinkFiber",4,1441.8,2000.6
"Polyamide2.PinkFiber",5,1640.8,1646.2
"Polyamide2.PinkFiber",6,1300.8,1023
"Polyamide2.PinkFiber",7,1123.5,1150.8
"Polyamide2.PinkFiber",8,638.3,868.8
"Polyamide2.PinkFiber",9,1072.9,726.9
"Polyamide2.PinkFiber",10,1377,599.6
"Polyamide2.PinkFiber",11,927.8,543.7
"Polyamide2.PinkFiber",12,396.9,569.3
"Polyamide2.PinkFiber",13,518.5,462
"Polyamide2.PinkFiber",14,1165.4,295
"Polyamide3.PinkFiber",1,114.6,2136.8
"Polyamide3.PinkFiber",2,1443,718.2
"Polyamide3.PinkFiber",3,1127.2,641.6
"Polyamide3.PinkFiber",4,1282.5,501.7
"Polyamide3.PinkFiber",5,1638.2,495.5
"Polyamide3.PinkFiber",6,1071,337.6
"Polyamide3.PinkFiber",7,930.5,293.8
"Polyamide3.PinkFiber",8,1373.1,231.1
"Polyamide3.PinkFiber",9,638.7,241.8
"Polyamide3.PinkFiber",10,1601.1,171.8
"Polyamide3.PinkFiber",11,183.8,99.8
"Polyamide3.PinkFiber",12,1165.2,139.3
"Polyamide3.PinkFiber",13,585.8,83.8
"Polyamide3.PinkFiber",14,877.6,105.3
"Polyamide4.ClearFiber",1,2859.1,24455.1
"Polyamide4.ClearFiber",2,2931.9,23191.5
"Polyamide4.ClearFiber",3,113.6,18979.4
"Polyamide4.ClearFiber",4,1441.8,13755.2
"Polyamide4.ClearFiber",5,1298,12416.9
"Polyamide4.ClearFiber",6,1635.5,10717.9
"Polyamide4.ClearFiber",7,3301.8,6747.5
"Polyamide4.ClearFiber",8,1129.1,6910.7
"Polyamide4.ClearFiber",9,1377,5286.3
"Polyamide4.ClearFiber",10,1058.8,5778
"Polyamide4.ClearFiber",11,1234.8,5706.5
"Polyamide4.ClearFiber",12,947.8,4301
"Polyamide4.ClearFiber",13,1543.3,1703.7
"Polyamide5.ClearFiber",1,114.8,1737.4
"Polyamide5.ClearFiber",2,1440.8,666.9
"Polyamide5.ClearFiber",3,1297.4,550.9
"Polyamide5.ClearFiber",4,1635.9,482.7
"Polyamide5.ClearFiber",5,1129.8,419.2
"Polyamide5.ClearFiber",6,951.7,385.4
"Polyamide5.ClearFiber",7,1055.7,295.4
"Polyamide5.ClearFiber",8,1235.5,200.8
"Polyamide5.ClearFiber",9,1375.6,135.2
"Polyamide5.ClearFiber",10,588.8,104.6
"Polyamide5.ClearFiber",11,1983.5,63.8
"Polyamide6.ClearFilm",1,2903.7,3971.5
"Polyamide6.ClearFilm",2,2925.8,3895.2
"Polyamide6.ClearFilm",3,1444.5,4159.2
"Polyamide6.ClearFilm",4,1638.1,4029.4
"Polyamide6.ClearFilm",5,1126.3,3641.9
"Polyamide6.ClearFilm",6,1067.2,1967.9
"Polyamide6.ClearFilm",7,930.6,1922.3
"Polyamide6.ClearFilm",8,3300.1,1403.4
"Polyamide6.ClearFilm",9,1604,1153.2
"Polyamide6.ClearFilm",10,1298,1196.3
"Polyamide6.ClearFilm",11,1540.6,1191.5
"Polyamide6.ClearFilm",12,1377,759.4
"Polyamide6.ClearFilm",13,1204.3,938.3
"Polyamide6.ClearFilm",14,1004.9,727.9
"Polyamide6.ClearFilm",15,1245.8,579.9
"Polyamide6.ClearFilm",16,485.2,664.4
"Polyamide6.ClearFilm",17,829.5,590.9
"Polyamide6.ClearFilm",18,350.8,630.2
"Polyamide6.ClearFilm",19,3030.5,706.2
"Polyamide6.ClearFilm",20,421.3,607.7
"Polyamide6.ClearFilm",21,566.6,647
"Polyamide6.ClearFilm",22,2724.3,567.4
"Polyamide6.ClearFilm",23,2276.2,576.2
"Polyamide6.ClearFilm",24,3133.7,625.4
"Polyamide6.ClearFilm",25,647.3,594.3
"Polyamide6.ClearFilm",26,736,494.7
"Polyamide6.ClearFilm",27,2648,493.4
"Polyamide6.ClearFilm",28,2595.8,489
"Polyamide6.ClearFilm",29,2121.5,527.2
"Polyamide6.ClearFilm",30,1165.4,484.5
"Polyamide6.ClearFilm",31,1773,506.5
"Polyamide6.ClearFilm",32,282.8,473.4
"Polyamide6.ClearFilm",33,3199.5,449.5
"Polyamide6.ClearFilm",34,1739.5,478.3
"Polyamide7.ClearFiber",1,1443,261
"Polyamide7.ClearFiber",2,144.8,265.1
"Polyamide7.ClearFiber",3,1302.2,165.3
"Polyamide7.ClearFiber",4,1638.2,198.6
"Polyamide7.ClearFiber",5,1124.6,173.6
"Polyamide7.ClearFiber",6,1073.5,144.4
"Polyamide7.ClearFiber",7,927.9,118
"Polyamide7.ClearFiber",8,1205.4,74
"Polyamide7.ClearFiber",9,1380.4,62.4
"Polyamide7.ClearFiber",10,633.2,57.8
"Polyamide7.ClearFiber",11,1870.3,58.9
"Polyamide7.ClearFiber",12,1167.7,73
"Polyamide7.ClearFiber",13,1972.7,44.9
"Polyamide7.ClearFiber",14,588.6,54
"Polyamide7.ClearFiber",15,848.3,52
"PolybutyleneTerephthalate1.PinkFragment",1,2929.8,13074.4
"PolybutyleneTerephthalate1.PinkFragment",2,1614.5,16863.3
"PolybutyleneTerephthalate1.PinkFragment",3,1721.4,9921.1
"PolybutyleneTerephthalate1.PinkFragment",4,2879,8489.5
"PolybutyleneTerephthalate1.PinkFragment",5,1284.3,6353.4
"PolybutyleneTerephthalate1.PinkFragment",6,858.5,4823.7
"PolybutyleneTerephthalate1.PinkFragment",7,3077.6,4079.2
"PolybutyleneTerephthalate1.PinkFragment",8,1452.6,3782.7
"PolybutyleneTerephthalate1.PinkFragment",9,809.1,3216.2
"PolybutyleneTerephthalate1.PinkFragment",10,1106.7,3282.4
"PolybutyleneTerephthalate1.PinkFragment",11,123.1,1715.6
"PolybutyleneTerephthalate1.PinkFragment",12,967.9,1757.1
"PolybutyleneTerephthalate1.PinkFragment",13,1176.5,1993.4
"PolybutyleneTerephthalate1.PinkFragment",14,632.4,2538.2
"PolybutyleneTerephthalate1.PinkFragment",15,1039,1374.2
"PolybutyleneTerephthalate1.PinkFragment",16,2242.7,1561.5
"PolybutyleneTerephthalate1.PinkFragment",17,273.5,1200.6
"PolybutyleneTerephthalate1.PinkFragment",18,709.5,1386.1
"PolybutyleneTerephthalate1.PinkFragment",19,1387.9,1046.9
"PolybutyleneTerephthalate1.PinkFragment",20,1577.7,841.4
"PolybutyleneTerephthalate1.PinkFragment",21,3220.2,701.3
"PolybutyleneTerephthalate1.PinkFragment",22,1651.2,451.9
"Polycarbonate1.PinkFragment",1,116.7,31705.2
"Polycarbonate1.PinkFragment",2,3071.5,16555.2
"Polycarbonate1.PinkFragment",3,887.5,20172.9
"Polycarbonate1.PinkFragment",4,1234.8,13205.4
"Polycarbonate1.PinkFragment",5,1604,14262.6
"Polycarbonate1.PinkFragment",6,1112.3,14925.7
"Polycarbonate1.PinkFragment",7,2936.7,10331.4
"Polycarbonate1.PinkFragment",8,2969.6,9958.8
"Polycarbonate1.PinkFragment",9,1179.3,10811.7
"Polycarbonate1.PinkFragment",10,2877.2,7475.4
"Polycarbonate1.PinkFragment",11,709.5,9403.8
"Polycarbonate1.PinkFragment",12,823.7,5227.1
"Polycarbonate1.PinkFragment",13,635.4,8143.2
"Polycarbonate1.PinkFragment",14,1457.9,3352.9
"Polycarbonate1.PinkFragment",15,1295.3,3443.5
"Polycarbonate1.PinkFragment",16,927.8,2251.4
"Polycarbonate1.PinkFragment",17,403,3075.7
"Polycarbonate1.PinkFragment",18,771.2,1662
"Polycarbonate1.PinkFragment",19,1508.7,1578.1
"Polycarbonate1.PinkFragment",20,1075.7,1113.7
"Polycarbonate2.ClearFragment",1,113.6,24585.5
"Polycarbonate2.ClearFragment",2,3071.5,13141.7
"Polycarbonate2.ClearFragment",3,1601.4,11006.5
"Polycarbonate2.ClearFragment",4,887.5,12985.2
"Polycarbonate2.ClearFragment",5,1234.8,9005.4
"Polycarbonate2.ClearFragment",6,1112.3,9569.8
"Polycarbonate2.ClearFragment",7,2971.8,6684.5
"Polycarbonate2.ClearFragment",8,2936.7,6068
"Polycarbonate2.ClearFragment",9,1179.3,7353.2
"Polycarbonate2.ClearFragment",10,635.4,7903.6
"Polycarbonate2.ClearFragment",11,706.5,6798.6
"Polycarbonate2.ClearFragment",12,2875,4457.3
"Polycarbonate2.ClearFragment",13,823.7,4004.1
"Polycarbonate2.ClearFragment",14,403,3091.5
"Polycarbonate2.ClearFragment",15,927.8,1934.3
"Polycarbonate2.ClearFragment",16,1295.3,2059.3
"Polycarbonate2.ClearFragment",17,1457.9,1826.1
"Polycarbonate2.ClearFragment",18,1007.8,2260.7
"Polycarbonate2.ClearFragment",19,1075.7,902.3
"Polyester1.ClearFiber",1,1612.5,1585.4
"Polyester1.ClearFiber",2,1727.1,996.9
"Polyester1.ClearFiber",3,1287.2,643.5
"Polyester1.ClearFiber",4,856,871.8
"Polyester1.ClearFiber",5,1096.3,441.7
"Polyester1.ClearFiber",6,630.1,487.9
"Polyester1.ClearFiber",7,278.4,383.9
"Polyester1.ClearFiber",8,1182.5,209.8
"Polyester1.ClearFiber",9,998.3,196.3
"Polyester1.ClearFiber",10,701.8,231.1
"Polyester1.ClearFiber",11,120.3,177.7
"Polyester1.ClearFiber",12,1985.4,0
"Polyester1.ClearFiber",13,890.6,139
"Polyester1.ClearFiber",14,1647.2,110.2
"Polyester1.ClearFiber",15,1783.4,177.1
"Polyester10.BlackFiber",1,1324.5,1800.3
"Polyester10.BlackFiber",2,1165.3,1458
"Polyester10.BlackFiber",3,1612.9,1534.6
"Polyester10.BlackFiber",4,1200.5,677.3
"Polyester10.BlackFiber",5,1582.7,733.9
"Polyester10.BlackFiber",6,1073.7,758.6
"Polyester10.BlackFiber",7,1107,647.3
"Polyester10.BlackFiber",8,117.8,604.3
"Polyester10.BlackFiber",9,1727.5,659.7
"Polyester10.BlackFiber",10,1392.7,569.3
"Polyester10.BlackFiber",11,853.8,312.3
"Polyester10.BlackFiber",12,1450.4,276
"Polyester10.BlackFiber",13,740.5,231.8
"Polyester10.BlackFiber",14,819,383.2
"Polyester10.BlackFiber",15,418.6,208.6
"Polyester10.BlackFiber",16,314.1,127.3
"Polyester10.BlackFiber",17,1001.4,175.5
"Polyester10.BlackFiber",18,204.9,145.2
"Polyester10.BlackFiber",19,636.1,52.6
"Polyester10.BlackFiber",20,783.9,45
"Polyester10.BlackFiber",21,663.8,64.9
"Polyester10.BlackFiber",22,1643,42.2
"Polyester10.BlackFiber",23,696.8,29.7
"Polyester11.BlueFiber",1,1614.5,13951.3
"Polyester11.BlueFiber",2,1729.2,5607
"Polyester11.BlueFiber",3,1289.8,4427.7
"Polyester11.BlueFiber",4,1325.4,3439.5
"Polyester11.BlueFiber",5,858.5,2665.8
"Polyester11.BlueFiber",6,1412.2,1835.7
"Polyester11.BlueFiber",7,899,1805.2
"Polyester11.BlueFiber",8,1173.8,1252.7
"Polyester11.BlueFiber",9,1575,1205.9
"Polyester11.BlueFiber",10,820.8,1377.5
"Polyester11.BlueFiber",11,3078,1152.9
"Polyester11.BlueFiber",12,635.4,1470.2
"Polyester11.BlueFiber",13,2963,1348
"Polyester11.BlueFiber",14,741.8,928.7
"Polyester11.BlueFiber",15,279.7,1238.1
"Polyester11.BlueFiber",16,1002.1,1040.1
"Polyester11.BlueFiber",17,2616.3,900.2
"Polyester11.BlueFiber",18,1880.1,932.8
"Polyester11.BlueFiber",19,1913,797.1
"Polyester11.BlueFiber",20,668,712.8
"Polyester11.BlueFiber",21,427.4,865.4
"Polyester12.RedFiber",1,1116.7,2439.4
