"Dataset","PeakNo","Wavenumber","Intensity"
"PolyethyleneVinylAcetate8.GreenFlipFlop",15,922,340
"PolyethyleneVinylAcetate8.GreenFlipFlop",16,347.7,417.2
"PolyethyleneVinylAcetate8.GreenFlipFlop",17,668,221.2
"PolyethyleneVinylAcetate8.GreenFlipFlop",18,738.9,366.9
"PolyethyleneVinylAcetate8.GreenFlipFlop",19,491.3,334.6
"PolyethyleneVinylAcetate8.GreenFlipFlop",20,2719.8,340
"PolyethyleneVinylAcetate8.GreenFlipFlop",21,826.6,317.8
"PolyethyleneVinylAcetate8.GreenFlipFlop",22,173.5,392.3
"PolyethyleneVinylAcetate8.GreenFlipFlop",23,2518,359.4
"PolyethyleneVinylAcetate8.GreenFlipFlop",24,566.6,296.2
"PolyethyleneVinylAcetate8.GreenFlipFlop",25,135.7,381.8
"PolyethyleneVinylAcetate8.GreenFlipFlop",26,223.6,216.9
"PolyethyleneVinylAcetate8.GreenFlipFlop",27,282.8,232.9
"PolyethyleneVinylAcetate8.GreenFlipFlop",28,1773,317.7
"PolyethyleneVinylAcetate8.GreenFlipFlop",29,1705.9,230.9
"PolyethyleneVinylAcetate8.GreenFlipFlop",30,1803.8,264.7
"PolyethyleneVinylAcetate8.GreenFlipFlop",31,2013,317.8
"PolyethyleneVinylAcetate8.GreenFlipFlop",32,1950.7,278.1
"PolyethyleneVinylAcetate8.GreenFlipFlop",33,2481,248.6
"PolyethyleneVinylAcetate8.GreenFlipFlop",34,1913,195.6
"PolyethyleneVinylAcetate9.PinkFlipFlop",1,2850.3,9708.8
"PolyethyleneVinylAcetate9.PinkFlipFlop",2,2885.8,7982.9
"PolyethyleneVinylAcetate9.PinkFlipFlop",3,1303.5,1978.8
"PolyethyleneVinylAcetate9.PinkFlipFlop",4,1441.8,1959.5
"PolyethyleneVinylAcetate9.PinkFlipFlop",5,1572.4,1747
"PolyethyleneVinylAcetate9.PinkFlipFlop",6,1360.8,2202.4
"PolyethyleneVinylAcetate9.PinkFlipFlop",7,1229.2,1047.6
"PolyethyleneVinylAcetate9.PinkFlipFlop",8,2717.6,813.2
"PolyethyleneVinylAcetate9.PinkFlipFlop",9,1514.1,665.4
"PolyethyleneVinylAcetate9.PinkFlipFlop",10,1070.1,567.7
"PolyethyleneVinylAcetate9.PinkFlipFlop",11,2481,636.4
"PolyethyleneVinylAcetate9.PinkFlipFlop",12,1190.4,744.6
"PolyethyleneVinylAcetate9.PinkFlipFlop",13,1695.5,539.3
"PolyethyleneVinylAcetate9.PinkFlipFlop",14,2436.8,538.8
"PolyethyleneVinylAcetate9.PinkFlipFlop",15,727.1,593.4
"PolyethyleneVinylAcetate9.PinkFlipFlop",16,1739.5,586.8
"PolyethyleneVinylAcetate9.PinkFlipFlop",17,1134.7,535.8
"PolyethyleneVinylAcetate9.PinkFlipFlop",18,1643.4,628.8
"PolyethyleneVinylAcetate9.PinkFlipFlop",19,3451.9,480.2
"PolyethyleneVinylAcetate9.PinkFlipFlop",20,674,661.8
"PolyethyleneVinylAcetate9.PinkFlipFlop",21,3419.3,604.9
"PolyethyleneVinylAcetate9.PinkFlipFlop",22,3297.7,513.2
"PolyethyleneVinylAcetate9.PinkFlipFlop",23,3262.3,466.2
"PolyethyleneVinylAcetate9.PinkFlipFlop",24,2648,404.4
"PolyethyleneVinylAcetate9.PinkFlipFlop",25,967.9,531.6
"PolyethyleneVinylAcetate9.PinkFlipFlop",26,3380.4,483.3
"PolyethyleneVinylAcetate9.PinkFlipFlop",27,1950.7,539.5
"PolyethyleneVinylAcetate9.PinkFlipFlop",28,353.9,437.7
"PolyethyleneVinylAcetate9.PinkFlipFlop",29,310.7,546.5
"PolyethyleneVinylAcetate9.PinkFlipFlop",30,418.3,411.7
"PolymethylMethacrylate2.ClearGlassesLens",1,810.7,5512.4
"PolymethylMethacrylate2.ClearGlassesLens",2,1452.6,2614.1
"PolymethylMethacrylate2.ClearGlassesLens",3,983,2067.3
"PolymethylMethacrylate2.ClearGlassesLens",4,599.8,2292.7
"PolymethylMethacrylate2.ClearGlassesLens",5,1729.6,1556.1
"PolymethylMethacrylate2.ClearGlassesLens",6,366.4,1092
"PolymethylMethacrylate2.ClearGlassesLens",7,484.3,1002.7
"PolymethylMethacrylate2.ClearGlassesLens",8,1185.3,886.2
"PolymethylMethacrylate2.ClearGlassesLens",9,848.3,677.8
"PolymethylMethacrylate2.ClearGlassesLens",10,1119.5,728
"PolymethylMethacrylate2.ClearGlassesLens",11,117.7,637
"PolymethylMethacrylate2.ClearGlassesLens",12,775.7,505.1
"PolymethylMethacrylate2.ClearGlassesLens",13,1237.9,458.7
"PolymethylMethacrylate2.ClearGlassesLens",14,296.4,457.1
"PolymethylMethacrylate2.ClearGlassesLens",15,1326.8,270.3
"PolymethylMethacrylate2.ClearGlassesLens",16,1612.7,322.4
"PolymethylMethacrylate2.ClearGlassesLens",17,1387.7,231.2
"Polypropylene1.RedStraw",1,807.7,592.4
"Polypropylene1.RedStraw",2,1457.2,440.5
"Polypropylene1.RedStraw",3,842.6,455.9
"Polypropylene1.RedStraw",4,1329,372.2
"Polypropylene1.RedStraw",5,397.9,430.4
"Polypropylene1.RedStraw",6,1157.3,233
"Polypropylene1.RedStraw",7,1360.7,183.3
"Polypropylene1.RedStraw",8,174.5,174.9
"Polypropylene1.RedStraw",9,972.2,228.4
"Polypropylene1.RedStraw",10,455.4,154.9
"Polypropylene1.RedStraw",11,1039.8,139.7
"Polypropylene1.RedStraw",12,1586.9,77.4
"Polypropylene1.RedStraw",13,1217.6,130.2
"Polypropylene1.RedStraw",14,1299.5,112.2
"Polypropylene1.RedStraw",15,529.3,115.1
"Polypropylene1.RedStraw",16,1003.5,108.7
"Polypropylene1.RedStraw",17,938.1,69.6
"Polypropylene1.RedStraw",18,319.5,99.9
"Polypropylene1.RedStraw",19,251.8,90.5
"Polypropylene1.RedStraw",20,1549.5,62.6
"Polypropylene1.RedStraw",21,1091.2,56.3
"Polypropylene1.RedStraw",22,1255,59.7
"Polypropylene1.RedStraw",23,903.8,57.3
"Polypropylene1.RedStraw",24,688.1,44.4
"Polypropylene1.RedStraw",25,1492.9,39.1
"Polypropylene10.BlackBatteryHolder",1,2881.2,16420.3
"Polypropylene10.BlackBatteryHolder",2,2956.1,9927.7
"Polypropylene10.BlackBatteryHolder",3,1455.3,4815.2
"Polypropylene10.BlackBatteryHolder",4,116.7,3340.2
"Polypropylene10.BlackBatteryHolder",5,1154.2,3452.5
"Polypropylene10.BlackBatteryHolder",6,1328.1,3959.1
"Polypropylene10.BlackBatteryHolder",7,2724.3,3372.3
"Polypropylene10.BlackBatteryHolder",8,806.2,4224.1
"Polypropylene10.BlackBatteryHolder",9,841.1,3568.7
"Polypropylene10.BlackBatteryHolder",10,1360.8,2767.5
"Polypropylene10.BlackBatteryHolder",11,399.9,3000.8
"Polypropylene10.BlackBatteryHolder",12,173.5,2668.4
"Polypropylene10.BlackBatteryHolder",13,973.6,2908.8
"Polypropylene10.BlackBatteryHolder",14,1036.2,2542.8
"Polypropylene10.BlackBatteryHolder",15,1218.2,2575.1
"Polypropylene10.BlackBatteryHolder",16,3486.3,2013.9
"Polypropylene10.BlackBatteryHolder",17,936.4,2115.4
"Polypropylene10.BlackBatteryHolder",18,896.1,2119.3
"Polypropylene10.BlackBatteryHolder",19,245.5,2017.9
"Polypropylene12.YellowFoodWrapper",1,400.8,598.4
"Polypropylene12.YellowFoodWrapper",2,807.7,598.2
"Polypropylene12.YellowFoodWrapper",3,842.6,519.3
"Polypropylene12.YellowFoodWrapper",4,1457.2,427.3
"Polypropylene12.YellowFoodWrapper",5,444,329.1
"Polypropylene12.YellowFoodWrapper",6,1154.8,274.2
"Polypropylene12.YellowFoodWrapper",7,1329,363.5
"Polypropylene12.YellowFoodWrapper",8,1593.9,284.9
"Polypropylene12.YellowFoodWrapper",9,610.6,212.6
"Polypropylene12.YellowFoodWrapper",10,174.5,223.1
"Polypropylene12.YellowFoodWrapper",11,969.6,215.9
"Polypropylene12.YellowFoodWrapper",12,1255,191.5
"Polypropylene12.YellowFoodWrapper",13,1360.7,171.7
"Polypropylene12.YellowFoodWrapper",14,1037.2,164.7
"Polypropylene12.YellowFoodWrapper",15,1000.9,164.4
"Polypropylene12.YellowFoodWrapper",16,1220.1,149
"Polypropylene12.YellowFoodWrapper",17,1294.6,102.8
"Polypropylene12.YellowFoodWrapper",18,251.8,99.3
"Polypropylene12.YellowFoodWrapper",19,1389.8,79.5
"Polypropylene12.YellowFoodWrapper",20,529.3,131.4
"Polypropylene12.YellowFoodWrapper",21,938.1,97.1
"Polypropylene12.YellowFoodWrapper",22,322.4,79.4
"Polypropylene12.YellowFoodWrapper",23,901.2,53
"Polypropylene12.YellowFoodWrapper",24,1104,39.4
"Polypropylene12.YellowFoodWrapper",25,1490.5,22.9
"Polypropylene12.YellowFoodWrapper",26,772.6,16
"Polypropylene13.RedBottleCap",1,807.7,540.1
"Polypropylene13.RedBottleCap",2,1457.2,324.9
"Polypropylene13.RedBottleCap",3,1159.8,194.3
"Polypropylene13.RedBottleCap",4,1329,261.9
"Polypropylene13.RedBottleCap",5,842.6,201.8
"Polypropylene13.RedBottleCap",6,400.8,242.8
"Polypropylene13.RedBottleCap",7,972.2,241.9
"Polypropylene13.RedBottleCap",8,1360.7,137.4
"Polypropylene13.RedBottleCap",9,455.4,125.7
"Polypropylene13.RedBottleCap",10,1039.8,90.7
"Polypropylene13.RedBottleCap",11,174.5,97.5
"Polypropylene13.RedBottleCap",12,1217.6,106
"Polypropylene13.RedBottleCap",13,529.3,79.8
"Polypropylene13.RedBottleCap",14,1297,56.1
"Polypropylene13.RedBottleCap",15,938.1,60.6
"Polypropylene13.RedBottleCap",16,251.8,54.3
"Polypropylene13.RedBottleCap",17,1252.5,70
"Polypropylene13.RedBottleCap",18,1003.5,56.4
"Polypropylene13.RedBottleCap",19,895.9,26.9
"Polypropylene13.RedBottleCap",20,322.4,36.3
"Polypropylene13.RedBottleCap",21,772.6,15.3
"Polypropylene13.RedBottleCap",22,1098.8,22.3
"Polypropylene13.RedBottleCap",23,731.9,19.8
"Polypropylene14.BlueBottleCap",1,1528.3,557.9
"Polypropylene14.BlueBottleCap",2,1336.3,421.6
"Polypropylene14.BlueBottleCap",3,1454.8,351.9
"Polypropylene14.BlueBottleCap",4,1149.7,238.2
"Polypropylene14.BlueBottleCap",5,840,313.8
"Polypropylene14.BlueBottleCap",6,807.7,376.5
"Polypropylene14.BlueBottleCap",7,748.2,423
"Polypropylene14.BlueBottleCap",8,682.6,271
"Polypropylene14.BlueBottleCap",9,400.8,266.7
"Polypropylene14.BlueBottleCap",10,174.5,188.7
"Polypropylene14.BlueBottleCap",11,251.8,158.6
"Polypropylene14.BlueBottleCap",12,120.3,121
"Polypropylene14.BlueBottleCap",13,967,101.3
"Polypropylene14.BlueBottleCap",14,1003.5,116.3
"Polypropylene14.BlueBottleCap",15,1217.6,120.1
"Polypropylene14.BlueBottleCap",16,1034.6,102.2
"Polypropylene14.BlueBottleCap",17,322.4,105.1
"Polypropylene14.BlueBottleCap",18,449.7,88.5
"Polypropylene14.BlueBottleCap",19,1109.1,61.9
"Polypropylene14.BlueBottleCap",20,591.1,96.6
"Polypropylene14.BlueBottleCap",21,529.3,74.7
"Polypropylene14.BlueBottleCap",22,1558.9,59.8
"Polypropylene14.BlueBottleCap",23,1260,73.2
"Polypropylene15.ClearClingWrap",1,2881.2,5654
"Polypropylene15.ClearClingWrap",2,2960.4,4820.9
"Polypropylene15.ClearClingWrap",3,2839,2629.1
"Polypropylene15.ClearClingWrap",4,1457.9,1899.3
"Polypropylene15.ClearClingWrap",5,809.1,2204.2
"Polypropylene15.ClearClingWrap",6,1162.6,1293.3
"Polypropylene15.ClearClingWrap",7,1328.1,1423
"Polypropylene15.ClearClingWrap",8,973.6,1311.3
"Polypropylene15.ClearClingWrap",9,844,836.4
"Polypropylene15.ClearClingWrap",10,399.9,832.3
"Polypropylene15.ClearClingWrap",11,1363.5,697.8
"Polypropylene15.ClearClingWrap",12,113.6,628.9
"Polypropylene15.ClearClingWrap",13,1218.2,686.1
"Polypropylene15.ClearClingWrap",14,2722.1,558.7
"Polypropylene15.ClearClingWrap",15,1039,620
"Polypropylene15.ClearClingWrap",16,454.8,593.6
"Polypropylene15.ClearClingWrap",17,527.5,573.9
"Polypropylene15.ClearClingWrap",18,173.5,502.8
"Polypropylene15.ClearClingWrap",19,1295.3,386.3
"Polypropylene15.ClearClingWrap",20,936.4,447.6
"Polypropylene15.ClearClingWrap",21,1256.8,414.4
"Polypropylene15.ClearClingWrap",22,251.7,291.3
"Polypropylene15.ClearClingWrap",23,1007.8,298.5
"Polypropylene15.ClearClingWrap",24,326.1,298.3
"Polypropylene15.ClearClingWrap",25,1617.2,265.4
"Polypropylene15.ClearClingWrap",26,771.2,181.9
"Polypropylene15.ClearClingWrap",27,1109.5,231.4
"Polypropylene15.ClearClingWrap",28,1498.1,219.3
"Polypropylene17.WhiteRope",1,1454.8,401
"Polypropylene17.WhiteRope",2,1294.6,490.3
"Polypropylene17.WhiteRope",3,842.6,406.3
"Polypropylene17.WhiteRope",4,807.7,429
"Polypropylene17.WhiteRope",5,397.9,341.2
"Polypropylene17.WhiteRope",6,1329,294.1
"Polypropylene17.WhiteRope",7,1159.8,168.7
"Polypropylene17.WhiteRope",8,1060.4,334.7
"Polypropylene17.WhiteRope",9,1134.5,167.8
"Polypropylene17.WhiteRope",10,174.5,173.6
"Polypropylene17.WhiteRope",11,1363.1,109.6
"Polypropylene17.WhiteRope",12,972.2,180.5
"Polypropylene17.WhiteRope",13,1000.9,152.2
"Polypropylene17.WhiteRope",14,1217.6,126.6
"Polypropylene17.WhiteRope",15,455.4,113.7
"Polypropylene17.WhiteRope",16,526.5,107.5
"Polypropylene17.WhiteRope",17,938.1,88.3
"Polypropylene17.WhiteRope",18,1096.3,56.8
"Polypropylene17.WhiteRope",19,901.2,86.6
"Polypropylene17.WhiteRope",20,1262.4,48
"Polypropylene17.WhiteRope",21,319.5,65.2
"Polypropylene17.WhiteRope",22,248.9,49.3
"Polypropylene17.WhiteRope",23,772.6,34.3
"Polypropylene17.WhiteRope",24,737.3,34.9
"Polypropylene17.WhiteRope",25,649.5,31.5
"Polypropylene19.GreyFiber",1,840,38.6
"Polypropylene19.GreyFiber",2,1459.5,31.7
"Polypropylene19.GreyFiber",3,807.7,40.9
"Polypropylene19.GreyFiber",4,1331.4,24.8
"Polypropylene19.GreyFiber",5,1157.3,13.5
"Polypropylene19.GreyFiber",6,397.9,30.9
"Polypropylene19.GreyFiber",7,177.5,15.5
"Polypropylene19.GreyFiber",8,1358.3,14.9
"Polypropylene19.GreyFiber",9,1217.6,11.7
"Polypropylene19.GreyFiber",10,1037.2,11.6
"Polypropylene19.GreyFiber",11,969.6,14.6
"Polypropylene19.GreyFiber",12,1297,7.3
"Polypropylene19.GreyFiber",13,1003.5,9
"Polypropylene19.GreyFiber",14,319.5,8
"Polypropylene19.GreyFiber",15,529.3,6.7
"Polypropylene19.GreyFiber",16,1731.6,5.4
"Polypropylene19.GreyFiber",17,1257.5,4.6
"Polypropylene19.GreyFiber",18,1530.7,7.8
"Polypropylene19.GreyFiber",19,455.4,5.1
"Polypropylene19.GreyFiber",20,248.9,4.6
"Polypropylene19.GreyFiber",21,1101.4,4.2
"Polypropylene19.GreyFiber",22,938.1,5.6
"Polypropylene19.GreyFiber",23,890.6,3.1
"Polypropylene19.GreyFiber",24,874.6,4.5
"Polypropylene19.GreyFiber",25,1607.9,2.3
"Polypropylene19.GreyFiber",26,1900.8,2.8
"Polypropylene19.GreyFiber",27,1859,2.5
"Polypropylene19.GreyFiber",28,1500,3.1
"Polypropylene2.WhiteStraw",1,2881.2,8298.9
"Polypropylene2.WhiteStraw",2,145.2,6123
"Polypropylene2.WhiteStraw",3,2956.1,4247.6
"Polypropylene2.WhiteStraw",4,2839,4101.3
"Polypropylene2.WhiteStraw",5,1457.9,2747.6
"Polypropylene2.WhiteStraw",6,1157,1904.2
"Polypropylene2.WhiteStraw",7,1328.1,2266.5
"Polypropylene2.WhiteStraw",8,844,2114.5
"Polypropylene2.WhiteStraw",9,806.2,2171.9
"Polypropylene2.WhiteStraw",10,399.9,2038
"Polypropylene2.WhiteStraw",11,1363.5,1459.4
"Polypropylene2.WhiteStraw",12,182.9,1326.3
"Polypropylene2.WhiteStraw",13,982.1,1140.9
"Polypropylene2.WhiteStraw",14,1039,1439.7
"Polypropylene2.WhiteStraw",15,638.3,1401.9
"Polypropylene2.WhiteStraw",16,1218.2,1410
"Polypropylene2.WhiteStraw",17,524.5,1278.8
"Polypropylene2.WhiteStraw",18,1295.3,1184.2
"Polypropylene2.WhiteStraw",19,936.4,1139.7
"Polypropylene2.WhiteStraw",20,2722.1,1141.4
"Polypropylene2.WhiteStraw",21,899,1151.6
"Polypropylene2.WhiteStraw",22,1112.3,1047.3
"Polypropylene2.WhiteStraw",23,454.8,1142
"Polypropylene2.WhiteStraw",24,323,1072.1
"Polypropylene2.WhiteStraw",25,251.7,1024.4
"Polypropylene2.WhiteStraw",26,771.2,917
"Polypropylene21.WhiteRibbon",1,807.7,110
"Polypropylene21.WhiteRibbon",2,1164.9,44.3
"Polypropylene21.WhiteRibbon",3,972.2,50.8
"Polypropylene21.WhiteRibbon",4,1457.2,31.9
"Polypropylene21.WhiteRibbon",5,397.9,42.4
"Polypropylene21.WhiteRibbon",6,1329,31.2
"Polypropylene21.WhiteRibbon",7,842.6,21
"Polypropylene21.WhiteRibbon",8,452.5,20.3
"Polypropylene21.WhiteRibbon",9,1360.7,17.2
"Polypropylene21.WhiteRibbon",10,174.5,16.3
"Polypropylene21.WhiteRibbon",11,248.9,19.1
"Polypropylene21.WhiteRibbon",12,1297,13.4
"Polypropylene21.WhiteRibbon",13,1037.2,15.2
"Polypropylene21.WhiteRibbon",14,526.5,18.1
"Polypropylene21.WhiteRibbon",15,1220.1,17.3
"Polypropylene21.WhiteRibbon",16,1250,9
"Polypropylene21.WhiteRibbon",17,322.4,9.1
"Polypropylene21.WhiteRibbon",18,938.1,11
"Polypropylene21.WhiteRibbon",19,772.6,7.6
"Polypropylene21.WhiteRibbon",20,1116.7,6
"Polypropylene21.WhiteRibbon",21,1955.2,6
"Polypropylene21.WhiteRibbon",22,1003.5,7
"Polypropylene21.WhiteRibbon",23,872,6.7
"Polypropylene21.WhiteRibbon",24,1626.4,3.7
"Polypropylene21.WhiteRibbon",25,1905.2,2.5
"Polypropylene23.PurpleContainerLid",1,807.7,600.6
"Polypropylene23.PurpleContainerLid",2,1457.2,451.3
"Polypropylene23.PurpleContainerLid",3,842.6,454.8
"Polypropylene23.PurpleContainerLid",4,1157.3,303.3
"Polypropylene23.PurpleContainerLid",5,1329,396.8
"Polypropylene23.PurpleContainerLid",6,397.9,408.6
"Polypropylene23.PurpleContainerLid",7,972.2,246.6
"Polypropylene23.PurpleContainerLid",8,1360.7,186.1
"Polypropylene23.PurpleContainerLid",9,174.5,189
"Polypropylene23.PurpleContainerLid",10,1037.2,172.8
"Polypropylene23.PurpleContainerLid",11,1217.6,143.7
"Polypropylene23.PurpleContainerLid",12,452.5,121.3
"Polypropylene23.PurpleContainerLid",13,1003.5,99.5
"Polypropylene23.PurpleContainerLid",14,1297,105.5
"Polypropylene23.PurpleContainerLid",15,532.1,122.7
"Polypropylene23.PurpleContainerLid",16,938.1,102.1
"Polypropylene23.PurpleContainerLid",17,322.4,99.4
"Polypropylene23.PurpleContainerLid",18,251.8,96.3
"Polypropylene23.PurpleContainerLid",19,898.5,93.7
"Polypropylene23.PurpleContainerLid",20,1106.5,82.3
"Polypropylene23.PurpleContainerLid",21,1255,79.4
"Polypropylene23.PurpleContainerLid",22,775.4,45.4
"Polypropylene23.PurpleContainerLid",23,1530.7,60.7
"Polypropylene24.WhiteWaterFilterDeposit",1,807.7,128.6
"Polypropylene24.WhiteWaterFilterDeposit",2,1459.5,81.4
"Polypropylene24.WhiteWaterFilterDeposit",3,840,90.6
"Polypropylene24.WhiteWaterFilterDeposit",4,397.9,88.1
"Polypropylene24.WhiteWaterFilterDeposit",5,1154.8,57.8
"Polypropylene24.WhiteWaterFilterDeposit",6,1329,75
"Polypropylene24.WhiteWaterFilterDeposit",7,972.2,45.9
"Polypropylene24.WhiteWaterFilterDeposit",8,177.5,34.4
"Polypropylene24.WhiteWaterFilterDeposit",9,1360.7,30.8
"Polypropylene24.WhiteWaterFilterDeposit",10,1037.2,35.7
"Polypropylene24.WhiteWaterFilterDeposit",11,1220.1,33.2
"Polypropylene24.WhiteWaterFilterDeposit",12,455.4,35.2
"Polypropylene24.WhiteWaterFilterDeposit",13,316.6,24.9
"Polypropylene24.WhiteWaterFilterDeposit",14,1297,19.5
"Polypropylene24.WhiteWaterFilterDeposit",15,938.1,20.1
"Polypropylene24.WhiteWaterFilterDeposit",16,1900.8,16.3
"Polypropylene24.WhiteWaterFilterDeposit",17,874.6,16
"Polypropylene24.WhiteWaterFilterDeposit",18,753.7,15.5
"Polypropylene4.ClearContainerLid",1,2881.2,10561
"Polypropylene4.ClearContainerLid",2,2956.1,5767
"Polypropylene4.ClearContainerLid",3,2841.3,5376.4
"Polypropylene4.ClearContainerLid",4,1455.3,3253.2
"Polypropylene4.ClearContainerLid",5,1157,2274
"Polypropylene4.ClearContainerLid",6,806.2,3163.6
"Polypropylene4.ClearContainerLid",7,1328.1,2903
"Polypropylene4.ClearContainerLid",8,844,2320.6
"Polypropylene4.ClearContainerLid",9,116.7,1940.8
"Polypropylene4.ClearContainerLid",10,1363.5,1805.6
"Polypropylene4.ClearContainerLid",11,399.9,2085.4
"Polypropylene4.ClearContainerLid",12,976.4,1908.2
"Polypropylene4.ClearContainerLid",13,1218.2,1834.7
"Polypropylene4.ClearContainerLid",14,1039,1724.4
"Polypropylene4.ClearContainerLid",15,2722.1,1650
"Polypropylene4.ClearContainerLid",16,1295.3,1606.7
"Polypropylene4.ClearContainerLid",17,173.5,1648.6
"Polypropylene5.WhiteFoodWrapper",1,445.7,5234.2
"Polypropylene5.WhiteFoodWrapper",2,2881.2,5045.3
"Polypropylene5.WhiteFoodWrapper",3,608.5,4604.4
"Polypropylene5.WhiteFoodWrapper",4,2958.3,3790
"Polypropylene5.WhiteFoodWrapper",5,2839,2331.1
"Polypropylene5.WhiteFoodWrapper",6,233,1461.2
"Polypropylene5.WhiteFoodWrapper",7,1457.9,1602.1
"Polypropylene5.WhiteFoodWrapper",8,809.1,2003.3
"Polypropylene5.WhiteFoodWrapper",9,1162.6,821.9
"Polypropylene5.WhiteFoodWrapper",10,1328.1,1106.8
"Polypropylene5.WhiteFoodWrapper",11,976.4,922.8
"Polypropylene5.WhiteFoodWrapper",12,844,752.2
"Polypropylene5.WhiteFoodWrapper",13,360,424.4
"Polypropylene5.WhiteFoodWrapper",14,1363.5,498
"Polypropylene5.WhiteFoodWrapper",15,1614.5,557.2
"Polypropylene5.WhiteFoodWrapper",16,1039,459.7
"Polypropylene5.WhiteFoodWrapper",17,2722.1,347.9
"Polypropylene5.WhiteFoodWrapper",18,1218.2,424.7
"Polypropylene5.WhiteFoodWrapper",19,1718.8,304.9
"Polypropylene5.WhiteFoodWrapper",20,1295.3,215
"Polypropylene5.WhiteFoodWrapper",21,530.5,337.3
"Polypropylene5.WhiteFoodWrapper",22,936.4,201.8
"Polypropylene5.WhiteFoodWrapper",23,1007.8,108.1
"Polypropylene7.WhiteToothbrushHandle",1,2881.2,34186.1
"Polypropylene7.WhiteToothbrushHandle",2,2958.3,19932.1
"Polypropylene7.WhiteToothbrushHandle",3,2839,15749.4
"Polypropylene7.WhiteToothbrushHandle",4,142,16835.7
"Polypropylene7.WhiteToothbrushHandle",5,1457.9,9473.1
"Polypropylene7.WhiteToothbrushHandle",6,806.2,7987.2
"Polypropylene7.WhiteToothbrushHandle",7,1157,4854.7
"Polypropylene7.WhiteToothbrushHandle",8,1328.1,6826.1
"Polypropylene7.WhiteToothbrushHandle",9,844,5312.6
"Polypropylene7.WhiteToothbrushHandle",10,399.9,5318.2
"Polypropylene7.WhiteToothbrushHandle",11,973.6,4162.8
"Polypropylene7.WhiteToothbrushHandle",12,2722.1,2718.8
"Polypropylene7.WhiteToothbrushHandle",13,1363.5,2560.8
"Polypropylene7.WhiteToothbrushHandle",14,524.5,2035.3
"Polypropylene7.WhiteToothbrushHandle",15,638.3,2076.3
"Polypropylene7.WhiteToothbrushHandle",16,1039,2093
"Polypropylene7.WhiteToothbrushHandle",17,1218.2,2396.1
"Polypropylene7.WhiteToothbrushHandle",18,182.9,1433.3
"Polypropylene7.WhiteToothbrushHandle",19,454.8,1806.3
"Polypropylene7.WhiteToothbrushHandle",20,936.4,1503.8
"Polypropylene7.WhiteToothbrushHandle",21,899,1741.5
"Polypropylene7.WhiteToothbrushHandle",22,1295.3,1025.1
"Polypropylene8.WhiteBottleCap",1,2881.2,34789.5
"Polypropylene8.WhiteBottleCap",2,2956.1,20185.3
"Polypropylene8.WhiteBottleCap",3,2839,16649.2
"Polypropylene8.WhiteBottleCap",4,1455.3,9827.6
"Polypropylene8.WhiteBottleCap",5,1157,6573.1
"Polypropylene8.WhiteBottleCap",6,1328.1,8566.7
"Polypropylene8.WhiteBottleCap",7,806.2,8978.3
"Polypropylene8.WhiteBottleCap",8,113.6,6536
"Polypropylene8.WhiteBottleCap",9,844,6268.9
"Polypropylene8.WhiteBottleCap",10,1363.5,4408.1
"Polypropylene8.WhiteBottleCap",11,399.9,5405.7
"Polypropylene8.WhiteBottleCap",12,976.4,4539.4
"Polypropylene8.WhiteBottleCap",13,2722.1,4050.5
"Polypropylene8.WhiteBottleCap",14,1218.2,4356
"Polypropylene8.WhiteBottleCap",15,173.5,4025.1
"Polypropylene8.WhiteBottleCap",16,1039,3965.2
"Polypropylene8.WhiteBottleCap",17,1295.3,3182.8
"Polypropylene8.WhiteBottleCap",18,454.8,3288.4
"Polypropylene8.WhiteBottleCap",19,936.4,2990.5
"Polypropylene8.WhiteBottleCap",20,527.5,2914.6
"Polypropylene8.WhiteBottleCap",21,899,3004.8
"Polypropylene8.WhiteBottleCap",22,1256.8,2734.3
"Polypropylene9.WhiteFork",1,2881.2,20830.8
"Polypropylene9.WhiteFork",2,2958.3,13270.7
"Polypropylene9.WhiteFork",3,2841.3,9369
"Polypropylene9.WhiteFork",4,1084.2,9971.7
"Polypropylene9.WhiteFork",5,1457.9,6053.4
"Polypropylene9.WhiteFork",6,809.1,6491.4
"Polypropylene9.WhiteFork",7,1159.8,2856.1
"Polypropylene9.WhiteFork",8,1328.1,4202
"Polypropylene9.WhiteFork",9,113.6,3357.8
"Polypropylene9.WhiteFork",10,279.7,3663.4
"Polypropylene9.WhiteFork",11,844,3346.4
"Polypropylene9.WhiteFork",12,399.9,3300.6
"Polypropylene9.WhiteFork",13,164.1,1504.4
"Polypropylene9.WhiteFork",14,973.6,3246.7
"Polypropylene9.WhiteFork",15,2722.1,1779.2
"Polypropylene9.WhiteFork",16,1363.5,1844.3
"Polypropylene9.WhiteFork",17,454.8,1696.6
"Polypropylene9.WhiteFork",18,1218.2,1498.1
"Polypropylene9.WhiteFork",19,530.5,1367.2
"Polypropylene9.WhiteFork",20,709.5,1342
"Polypropylene9.WhiteFork",21,936.4,909.2
"Polypropylene9.WhiteFork",22,323,949.3
"Polypropylene9.WhiteFork",23,901.9,958.5
"Polypropylene9.WhiteFork",24,2810,650
"Polypropylene9.WhiteFork",25,1295.3,620.3
"Polystyrene1.BrownCoffeeCupLid",1,3056.1,1455.4
"Polystyrene1.BrownCoffeeCupLid",2,999.2,1435
"Polystyrene1.BrownCoffeeCupLid",3,113.6,710.9
