"Dataset","PeakNo","Wavenumber","Intensity"
"Polystyrene1.BrownCoffeeCupLid",4,2907.7,634.7
"Polystyrene1.BrownCoffeeCupLid",5,1598.8,495
"Polystyrene1.BrownCoffeeCupLid",6,1193.2,337.7
"Polystyrene1.BrownCoffeeCupLid",7,1036.2,413.5
"Polystyrene1.BrownCoffeeCupLid",8,2854.6,317.8
"Polystyrene1.BrownCoffeeCupLid",9,220.5,312.9
"Polystyrene1.BrownCoffeeCupLid",10,157.8,305.7
"Polystyrene1.BrownCoffeeCupLid",11,1325.4,267.2
"Polystyrene1.BrownCoffeeCupLid",12,3004.1,254.4
"Polystyrene1.BrownCoffeeCupLid",13,2973.6,231.4
"Polystyrene1.BrownCoffeeCupLid",14,1447.2,197.7
"Polystyrene1.BrownCoffeeCupLid",15,620.5,277.7
"Polystyrene1.BrownCoffeeCupLid",16,1087,234
"Polystyrene1.BrownCoffeeCupLid",17,791.6,219
"Polystyrene1.BrownCoffeeCupLid",18,403,120.6
"Polystyrene1.BrownCoffeeCupLid",19,1661.7,99.2
"Polystyrene1.BrownCoffeeCupLid",20,756.5,114.7
"Polystyrene1.BrownCoffeeCupLid",21,289,103.2
"Polystyrene1.BrownCoffeeCupLid",22,3201.2,59.8
"Polystyrene1.BrownCoffeeCupLid",23,3482.3,54.3
"Polystyrene1.BrownCoffeeCupLid",24,3161,102.2
"Polystyrene1.BrownCoffeeCupLid",25,3390.6,67.5
"Polystyrene1.BrownCoffeeCupLid",26,965,38.2
"Polystyrene1.BrownCoffeeCupLid",27,901.9,64
"Polystyrene11.OrangePrinterCartridge",1,998.3,2258.8
"Polystyrene11.OrangePrinterCartridge",2,1032,687.6
"Polystyrene11.OrangePrinterCartridge",3,222.2,451.1
"Polystyrene11.OrangePrinterCartridge",4,1192.6,377.3
"Polystyrene11.OrangePrinterCartridge",5,1600.9,449
"Polystyrene11.OrangePrinterCartridge",6,794.3,324.3
"Polystyrene11.OrangePrinterCartridge",7,114.3,235
"Polystyrene11.OrangePrinterCartridge",8,619,420.3
"Polystyrene11.OrangePrinterCartridge",9,1154.8,290
"Polystyrene11.OrangePrinterCartridge",10,756.4,172.9
"Polystyrene11.OrangePrinterCartridge",11,1447.6,172.5
"Polystyrene11.OrangePrinterCartridge",12,1326.5,148
"Polystyrene11.OrangePrinterCartridge",13,403.7,169.6
"Polystyrene11.OrangePrinterCartridge",14,1070.7,130.2
"Polystyrene11.OrangePrinterCartridge",15,967,67.8
"Polystyrene11.OrangePrinterCartridge",16,842.6,110.8
"Polystyrene11.OrangePrinterCartridge",17,655,43.6
"Polystyrene13.PinkSpoon",1,108.9,2929.1
"Polystyrene13.PinkSpoon",2,998.8,3638.3
"Polystyrene13.PinkSpoon",3,1028.9,878.9
"Polystyrene13.PinkSpoon",4,218.1,751
"Polystyrene13.PinkSpoon",5,1600.5,542.5
"Polystyrene13.PinkSpoon",6,618.3,623.3
"Polystyrene13.PinkSpoon",7,1196.9,436.3
"Polystyrene13.PinkSpoon",8,1180,450.7
"Polystyrene13.PinkSpoon",9,792.8,416.5
"Polystyrene13.PinkSpoon",10,1153.1,360.2
"Polystyrene13.PinkSpoon",11,985.2,307.1
"Polystyrene13.PinkSpoon",12,1581.1,292.3
"Polystyrene13.PinkSpoon",13,1067,169.5
"Polystyrene14.ClearRefrigeratorDrawer",1,1002.1,1382.3
"Polystyrene14.ClearRefrigeratorDrawer",2,3056.4,739.9
"Polystyrene14.ClearRefrigeratorDrawer",3,1039,324.2
"Polystyrene14.ClearRefrigeratorDrawer",4,1193.2,306.2
"Polystyrene14.ClearRefrigeratorDrawer",5,1601.4,397.6
"Polystyrene14.ClearRefrigeratorDrawer",6,2905.9,276.6
"Polystyrene14.ClearRefrigeratorDrawer",7,223.6,245.2
"Polystyrene14.ClearRefrigeratorDrawer",8,797.5,197.6
"Polystyrene14.ClearRefrigeratorDrawer",9,1314.4,164.2
"Polystyrene14.ClearRefrigeratorDrawer",10,620.5,223.4
"Polystyrene14.ClearRefrigeratorDrawer",11,1447.2,167.2
"Polystyrene14.ClearRefrigeratorDrawer",12,415.2,159.4
"Polystyrene14.ClearRefrigeratorDrawer",13,1075.7,100.6
"Polystyrene14.ClearRefrigeratorDrawer",14,2850.6,140.3
"Polystyrene14.ClearRefrigeratorDrawer",15,904.8,117.4
"Polystyrene14.ClearRefrigeratorDrawer",16,2971.8,121.7
"Polystyrene14.ClearRefrigeratorDrawer",17,1765.3,108.7
"Polystyrene14.ClearRefrigeratorDrawer",18,1803.8,116.3
"Polystyrene14.ClearRefrigeratorDrawer",19,3002.3,133.6
"Polystyrene14.ClearRefrigeratorDrawer",20,581.6,104.7
"Polystyrene14.ClearRefrigeratorDrawer",21,849.8,87.9
"Polystyrene14.ClearRefrigeratorDrawer",22,3195.2,105.9
"Polystyrene14.ClearRefrigeratorDrawer",23,1913,94
"Polystyrene14.ClearRefrigeratorDrawer",24,494.3,99.1
"Polystyrene14.ClearRefrigeratorDrawer",25,129.4,148.6
"Polystyrene14.ClearRefrigeratorDrawer",26,3165.6,101.4
"Polystyrene14.ClearRefrigeratorDrawer",27,1877.6,78.5
"Polystyrene15.PurpleLEGO",1,1000.9,5560.1
"Polystyrene15.PurpleLEGO",2,1034.6,1423.1
"Polystyrene15.PurpleLEGO",3,1192.6,903.9
"Polystyrene15.PurpleLEGO",4,222.2,941.2
"Polystyrene15.PurpleLEGO",5,1600.9,1119.9
"Polystyrene15.PurpleLEGO",6,621.7,1034.6
"Polystyrene15.PurpleLEGO",7,794.3,758.4
"Polystyrene15.PurpleLEGO",8,1152.2,637.2
"Polystyrene15.PurpleLEGO",9,403.7,557.7
"Polystyrene15.PurpleLEGO",10,1445.2,564.1
"Polystyrene15.PurpleLEGO",11,117.3,680.6
"Polystyrene15.PurpleLEGO",12,753.7,489.6
"Polystyrene15.PurpleLEGO",13,967,237.9
"Polystyrene2.WhiteCoffeeCupLid",1,142,46033.2
"Polystyrene2.WhiteCoffeeCupLid",2,3056.1,8870.1
"Polystyrene2.WhiteCoffeeCupLid",3,999.2,12653.1
"Polystyrene2.WhiteCoffeeCupLid",4,635.4,7654
"Polystyrene2.WhiteCoffeeCupLid",5,2905.5,5849.3
"Polystyrene2.WhiteCoffeeCupLid",6,1036.2,5498.2
"Polystyrene2.WhiteCoffeeCupLid",7,396.9,5781
"Polystyrene2.WhiteCoffeeCupLid",8,1601.4,6240
"Polystyrene2.WhiteCoffeeCupLid",9,1193.2,5024.4
"Polystyrene2.WhiteCoffeeCupLid",10,2852.4,4691.8
"Polystyrene2.WhiteCoffeeCupLid",11,515.4,4904
"Polystyrene2.WhiteCoffeeCupLid",12,220.5,4440.5
"Polystyrene2.WhiteCoffeeCupLid",13,794.6,4465.5
"Polystyrene2.WhiteCoffeeCupLid",14,1447.2,4164.5
"Polystyrene2.WhiteCoffeeCupLid",15,182.9,3225.2
"Polystyrene2.WhiteCoffeeCupLid",16,1070.1,4005.5
"Polystyrene2.WhiteCoffeeCupLid",17,1325.4,3982.3
"Polystyrene2.WhiteCoffeeCupLid",18,965,3680.5
"Polystyrene2.WhiteCoffeeCupLid",19,1661.7,3671.2
"Polystyrene3.WhiteFoamContainer",1,3056.1,4063.4
"Polystyrene3.WhiteFoamContainer",2,999.2,6519.6
"Polystyrene3.WhiteFoamContainer",3,1601.4,2266.1
"Polystyrene3.WhiteFoamContainer",4,1036.2,1507.4
"Polystyrene3.WhiteFoamContainer",5,2905.5,1423.8
"Polystyrene3.WhiteFoamContainer",6,1193.2,1153.7
"Polystyrene3.WhiteFoamContainer",7,223.6,886.9
"Polystyrene3.WhiteFoamContainer",8,794.6,843.6
"Polystyrene3.WhiteFoamContainer",9,2852.4,724.4
"Polystyrene3.WhiteFoamContainer",10,620.5,1228.7
"Polystyrene3.WhiteFoamContainer",11,1447.2,609.4
"Polystyrene3.WhiteFoamContainer",12,3001.9,581.3
"Polystyrene3.WhiteFoamContainer",13,756.5,524
"Polystyrene3.WhiteFoamContainer",14,2973.6,506.8
"Polystyrene3.WhiteFoamContainer",15,1328.1,423.6
"Polystyrene3.WhiteFoamContainer",16,1070.1,430.3
"Polystyrene3.WhiteFoamContainer",17,965,232.8
"Polystyrene3.WhiteFoamContainer",18,844,375.1
"Polystyrene3.WhiteFoamContainer",19,3199.1,261.6
"Polystyrene3.WhiteFoamContainer",20,3161,280.1
"Polystyrene3.WhiteFoamContainer",21,1551.2,197.7
"Polystyrene3.WhiteFoamContainer",22,1635.5,200.4
"Polystyrene4.WhiteMicrosphere",1,116.7,8449.2
"Polystyrene4.WhiteMicrosphere",2,999.2,9303.3
"Polystyrene4.WhiteMicrosphere",3,3056.1,6350.6
"Polystyrene4.WhiteMicrosphere",4,1036.2,3770.6
"Polystyrene4.WhiteMicrosphere",5,1193.2,3385.8
"Polystyrene4.WhiteMicrosphere",6,1601.4,4156.4
"Polystyrene4.WhiteMicrosphere",7,2905.5,3259.2
"Polystyrene4.WhiteMicrosphere",8,220.5,3303.8
"Polystyrene4.WhiteMicrosphere",9,1325.4,2494.9
"Polystyrene4.WhiteMicrosphere",10,1449.9,2563.8
"Polystyrene4.WhiteMicrosphere",11,794.6,2594.4
"Polystyrene4.WhiteMicrosphere",12,2854.6,2371.4
"Polystyrene4.WhiteMicrosphere",13,1070.1,2284.5
"Polystyrene4.WhiteMicrosphere",14,620.5,2818.2
"Polystyrene4.WhiteMicrosphere",15,965,1932.9
"Polystyrene4.WhiteMicrosphere",16,904.8,2033.2
"Polystyrene4.WhiteMicrosphere",17,844,1995.3
"Polystyrene4.WhiteMicrosphere",18,1638.1,1890.2
"Polystyrene4.WhiteMicrosphere",19,2973.6,1901.5
"Polystyrene4.WhiteMicrosphere",20,3004.1,1904.1
"Polystyrene5.OrangeMicrosphere",1,1000.9,2542.6
"Polystyrene5.OrangeMicrosphere",2,1034.6,611.9
"Polystyrene5.OrangeMicrosphere",3,114.3,678.2
"Polystyrene5.OrangeMicrosphere",4,1192.6,349
"Polystyrene5.OrangeMicrosphere",5,222.2,405.1
"Polystyrene5.OrangeMicrosphere",6,1600.9,457.9
"Polystyrene5.OrangeMicrosphere",7,619,473
"Polystyrene5.OrangeMicrosphere",8,794.3,323.2
"Polystyrene5.OrangeMicrosphere",9,756.4,172.2
"Polystyrene5.OrangeMicrosphere",10,1447.6,175.4
"Polystyrene5.OrangeMicrosphere",11,1326.5,142.9
"Polystyrene5.OrangeMicrosphere",12,150.5,121.8
"Polystyrene5.OrangeMicrosphere",13,406.6,144.3
"Polystyrene5.OrangeMicrosphere",14,444,137.3
"Polystyrene5.OrangeMicrosphere",15,1075.8,122.9
"Polystyrene5.OrangeMicrosphere",16,967,64
"Polystyrene5.OrangeMicrosphere",17,585.5,73.5
"Polystyrene5.OrangeMicrosphere",18,845.3,80.9
"Polystyrene5.OrangeMicrosphere",19,655,44.7
"Polystyrene6.ClearGlassware",1,116.7,12571.1
"Polystyrene6.ClearGlassware",2,3056.1,10414.7
"Polystyrene6.ClearGlassware",3,999.2,14850.3
"Polystyrene6.ClearGlassware",4,2905.5,5262.1
"Polystyrene6.ClearGlassware",5,1036.2,5286.3
"Polystyrene6.ClearGlassware",6,1193.2,4879.8
"Polystyrene6.ClearGlassware",7,1598.8,5614.3
"Polystyrene6.ClearGlassware",8,217.4,4549.8
"Polystyrene6.ClearGlassware",9,2852.4,3772.4
"Polystyrene6.ClearGlassware",10,1325.4,3509.8
"Polystyrene6.ClearGlassware",11,794.6,3680.6
"Polystyrene6.ClearGlassware",12,1447.2,3535.4
"Polystyrene6.ClearGlassware",13,1072.9,3298.7
"Polystyrene6.ClearGlassware",14,3001.9,3339.2
"Polystyrene6.ClearGlassware",15,2973.6,3290.7
"Polystyrene6.ClearGlassware",16,620.5,4098.7
"Polystyrene6.ClearGlassware",17,965,2685.5
"Polystyrene6.ClearGlassware",18,901.9,2909.9
"Polystyrene6.ClearGlassware",19,3486.3,2594.4
"Polystyrene6.ClearGlassware",20,844,2872.1
"Polystyrene8.ClearPenBarrel",1,116.7,12213.4
"Polystyrene8.ClearPenBarrel",2,999.2,16386.1
"Polystyrene8.ClearPenBarrel",3,3056.1,10201.1
"Polystyrene8.ClearPenBarrel",4,1036.2,5129.1
"Polystyrene8.ClearPenBarrel",5,2905.5,4820.6
"Polystyrene8.ClearPenBarrel",6,1193.2,4540.2
"Polystyrene8.ClearPenBarrel",7,1598.8,5248.4
"Polystyrene8.ClearPenBarrel",8,217.4,4500.2
"Polystyrene8.ClearPenBarrel",9,794.6,3483.6
"Polystyrene8.ClearPenBarrel",10,2852.4,3238.3
"Polystyrene8.ClearPenBarrel",11,1447.2,3099.1
"Polystyrene8.ClearPenBarrel",12,1325.4,2961
"Polystyrene8.ClearPenBarrel",13,620.5,3727.1
"Polystyrene8.ClearPenBarrel",14,1070.1,2701.3
"Polystyrene8.ClearPenBarrel",15,2973.6,2779.7
"Polystyrene8.ClearPenBarrel",16,756.5,2748.2
"Polystyrene8.ClearPenBarrel",17,3001.9,2844.7
"Polystyrene8.ClearPenBarrel",18,965,2253.5
"Polystyrene8.ClearPenBarrel",19,904.8,2398.9
"Polystyrene8.ClearPenBarrel",20,844,2347.3
"Polystyrene8.ClearPenBarrel",21,406,2254.9
"Polyurethane11.GreyZipHold",1,2923.6,6592.2
"Polyurethane11.GreyZipHold",2,1614.5,4904.9
"Polyurethane11.GreyZipHold",3,1309,2235.9
"Polyurethane11.GreyZipHold",4,1248.6,2032.6
"Polyurethane11.GreyZipHold",5,1184.9,2005.9
"Polyurethane11.GreyZipHold",6,3058.6,1545.1
"Polyurethane11.GreyZipHold",7,1444.5,1462.1
"Polyurethane11.GreyZipHold",8,858.5,1394.5
"Polyurethane11.GreyZipHold",9,1538,1209.6
"Polyurethane11.GreyZipHold",10,129.4,1105.2
"Polyurethane11.GreyZipHold",11,344.6,924.6
"Polyurethane11.GreyZipHold",12,1731.8,846.6
"Polyurethane11.GreyZipHold",13,1053.1,804.5
"Polyurethane11.GreyZipHold",14,644.3,731
"Polyurethane11.GreyZipHold",15,1123.5,663.1
"Polyurethane11.GreyZipHold",16,777,726.7
"Polyurethane11.GreyZipHold",17,578.6,575
"Polyurethane11.GreyZipHold",18,927.8,552.6
"Polyurethane11.GreyZipHold",19,973.6,743.9
"Polyurethane11.GreyZipHold",20,907.6,526.9
"Polyurethane11.GreyZipHold",21,2485.6,519.9
"Polyurethane11.GreyZipHold",22,2123.9,515.2
"Polyurethane11.GreyZipHold",23,3144.3,548.4
"Polyurethane11.GreyZipHold",24,1877.6,453.2
"Polyurethane12.ClearHairTie",1,2925.8,4438.9
"Polyurethane12.ClearHairTie",2,1614.5,5124.6
"Polyurethane12.ClearHairTie",3,1248.6,2153.6
"Polyurethane12.ClearHairTie",4,1187.7,2123.4
"Polyurethane12.ClearHairTie",5,3062.9,2004.4
"Polyurethane12.ClearHairTie",6,1309,1957
"Polyurethane12.ClearHairTie",7,861.4,1900.4
"Polyurethane12.ClearHairTie",8,1444.5,1127.3
"Polyurethane12.ClearHairTie",9,1538,1107.4
"Polyurethane12.ClearHairTie",10,780,982.1
"Polyurethane12.ClearHairTie",11,148.3,865.7
"Polyurethane12.ClearHairTie",12,638.3,1216.5
"Polyurethane12.ClearHairTie",13,1703.3,860.2
"Polyurethane12.ClearHairTie",14,341.6,728.9
"Polyurethane12.ClearHairTie",15,1053.1,708.3
"Polyurethane12.ClearHairTie",16,907.6,720
"Polyurethane12.ClearHairTie",17,973.6,814.3
"Polyurethane12.ClearHairTie",18,1580.3,583.3
"Polyurethane12.ClearHairTie",19,1117.9,570.5
"Polyurethane12.ClearHairTie",20,721.2,519.9
"Polyurethane12.ClearHairTie",21,1651.2,418.6
"Polyurethane12.ClearHairTie",22,233,412.2
"Polyurethane12.ClearHairTie",23,503.4,337.6
"Polyurethane12.ClearHairTie",24,2487.9,397.5
"Polyurethane17.ClearThermo-PolyurethaneSquare",1,2921.3,2281.1
"Polyurethane17.ClearThermo-PolyurethaneSquare",2,1614.5,2431.1
"Polyurethane17.ClearThermo-PolyurethaneSquare",3,1187.7,1062.3
"Polyurethane17.ClearThermo-PolyurethaneSquare",4,1311.7,1086.3
"Polyurethane17.ClearThermo-PolyurethaneSquare",5,1248.6,926.8
"Polyurethane17.ClearThermo-PolyurethaneSquare",6,861.4,853.2
"Polyurethane17.ClearThermo-PolyurethaneSquare",7,3060.8,751.1
"Polyurethane17.ClearThermo-PolyurethaneSquare",8,1444.5,642
"Polyurethane17.ClearThermo-PolyurethaneSquare",9,641.3,624.5
"Polyurethane17.ClearThermo-PolyurethaneSquare",10,1535.3,459.8
"Polyurethane17.ClearThermo-PolyurethaneSquare",11,1109.5,350.9
"Polyurethane17.ClearThermo-PolyurethaneSquare",12,973.6,403.8
"Polyurethane17.ClearThermo-PolyurethaneSquare",13,142,485
"Polyurethane17.ClearThermo-PolyurethaneSquare",14,1061.6,325
"Polyurethane17.ClearThermo-PolyurethaneSquare",15,1731.8,388.8
"Polyurethane17.ClearThermo-PolyurethaneSquare",16,724.2,386.1
"Polyurethane17.ClearThermo-PolyurethaneSquare",17,1700.7,340.4
"Polyurethane17.ClearThermo-PolyurethaneSquare",18,904.8,289.3
"Polyurethane17.ClearThermo-PolyurethaneSquare",19,780,349.6
"Polyurethane17.ClearThermo-PolyurethaneSquare",20,399.9,311.8
"Polyurethane17.ClearThermo-PolyurethaneSquare",21,341.6,289.4
"Polyurethane17.ClearThermo-PolyurethaneSquare",22,479.1,243.4
"Polyurethane17.ClearThermo-PolyurethaneSquare",23,1875.1,207.2
"Polyurethane17.ClearThermo-PolyurethaneSquare",24,1580.3,193
"Polyurethane17.ClearThermo-PolyurethaneSquare",25,1814,168.1
"Polyurethane18.WhiteElasticFiber",1,2919.2,1303.7
"Polyurethane18.WhiteElasticFiber",2,2861.7,1235.2
"Polyurethane18.WhiteElasticFiber",3,1614.5,690.5
"Polyurethane18.WhiteElasticFiber",4,1441.8,393
"Polyurethane18.WhiteElasticFiber",5,1300.8,409.3
"Polyurethane18.WhiteElasticFiber",6,2797,370
"Polyurethane18.WhiteElasticFiber",7,829.5,274.6
"Polyurethane18.WhiteElasticFiber",8,861.4,311.1
"Polyurethane18.WhiteElasticFiber",9,1187.7,208.4
"Polyurethane18.WhiteElasticFiber",10,1476.7,216.8
"Polyurethane18.WhiteElasticFiber",11,1256.8,246
"Polyurethane18.WhiteElasticFiber",12,1123.5,164.5
"Polyurethane18.WhiteElasticFiber",13,741.8,171.5
"Polyurethane18.WhiteElasticFiber",14,347.7,125.5
"Polyurethane18.WhiteElasticFiber",15,641.3,146.9
"Polyurethane18.WhiteElasticFiber",16,1535.3,113.8
"Polyurethane18.WhiteElasticFiber",17,3056.4,113.9
"Polyurethane18.WhiteElasticFiber",18,976.4,107.7
"Polyurethane18.WhiteElasticFiber",19,151.5,121.8
"Polyurethane18.WhiteElasticFiber",20,2042.8,120.8
"Polyurethane18.WhiteElasticFiber",21,1880.1,131.1
"Polyurethane18.WhiteElasticFiber",22,418.3,113.8
"Polyurethane18.WhiteElasticFiber",23,1793.5,126.4
"Polyurethane18.WhiteElasticFiber",24,2726.5,97.2
"Polyurethane18.WhiteElasticFiber",25,2128.8,102.4
"Polyurethane18.WhiteElasticFiber",26,2432.2,63.6
"Polyurethane18.WhiteElasticFiber",27,2481,118.6
"Polyurethane18.WhiteElasticFiber",28,2338.1,82.6
"Polyurethane18.WhiteElasticFiber",29,239.2,107.7
"Polyurethane18.WhiteElasticFiber",30,295.2,105.9
"Polyurethane18.WhiteElasticFiber",31,2375.9,120.3
"Polyurethane18.WhiteElasticFiber",32,2582.2,76.9
"Polyurethane18.WhiteElasticFiber",33,1920.5,102.7
"Polyurethane18.WhiteElasticFiber",34,2543.3,101.7
"Polyurethane6.BlackPhoneCase",1,116.7,6813.4
"Polyurethane6.BlackPhoneCase",2,2927.6,5933.4
"Polyurethane6.BlackPhoneCase",3,1614.5,4425
"Polyurethane6.BlackPhoneCase",4,1306.2,2357.1
"Polyurethane6.BlackPhoneCase",5,1248.6,2211.3
"Polyurethane6.BlackPhoneCase",6,1184.9,2446.7
"Polyurethane6.BlackPhoneCase",7,1444.5,1903.2
"Polyurethane6.BlackPhoneCase",8,861.4,2078.6
"Polyurethane6.BlackPhoneCase",9,3060.4,1644.4
"Polyurethane6.BlackPhoneCase",10,1734.4,1429.4
"Polyurethane6.BlackPhoneCase",11,1530,1353.8
"Polyurethane6.BlackPhoneCase",12,904.8,1244.9
"Polyurethane6.BlackPhoneCase",13,635.4,1457
"Polyurethane6.BlackPhoneCase",14,780,1280.1
"Polyurethane6.BlackPhoneCase",15,338.5,1182.9
"Polyurethane6.BlackPhoneCase",16,965,1079.6
"Polyurethane6.BlackPhoneCase",17,718.3,899.6
"Polyurethane6.BlackPhoneCase",18,1648.6,859.2
"Polyurethane7.YellowFoamPackaging",1,2929.8,4410.8
"Polyurethane7.YellowFoamPackaging",2,2872.4,3321.2
"Polyurethane7.YellowFoamPackaging",3,2975.8,2157.5
"Polyurethane7.YellowFoamPackaging",4,1317.2,1733.9
"Polyurethane7.YellowFoamPackaging",5,1617.2,1818.5
"Polyurethane7.YellowFoamPackaging",6,1452.6,1080
"Polyurethane7.YellowFoamPackaging",7,3060.4,902.7
"Polyurethane7.YellowFoamPackaging",8,927.8,732.7
"Polyurethane7.YellowFoamPackaging",9,119.9,877.2
"Polyurethane7.YellowFoamPackaging",10,350.8,614.1
"Polyurethane7.YellowFoamPackaging",11,756.5,700
"Polyurethane7.YellowFoamPackaging",12,575.6,575.7
"Polyurethane7.YellowFoamPackaging",13,817.9,537.1
"Polyurethane7.YellowFoamPackaging",14,1053.1,528.9
"Polyurethane7.YellowFoamPackaging",15,2547.9,424.9
"Polyurethane7.YellowFoamPackaging",16,1131.9,534.6
"Polyurethane7.YellowFoamPackaging",17,867.2,501.5
"Polyurethane7.YellowFoamPackaging",18,494.3,427.4
"Polyurethane7.YellowFoamPackaging",19,1204.3,430.3
"Polyurethane7.YellowFoamPackaging",20,659.1,403.3
"Polyurethane7.YellowFoamPackaging",21,2335.7,415.5
"Polyurethane7.YellowFoamPackaging",22,2302.5,338.1
"Polyurethane7.YellowFoamPackaging",23,2020.5,388.1
"Polyurethane7.YellowFoamPackaging",24,1165.4,435.6
"Polyurethane7.YellowFoamPackaging",25,2478.7,354.9
"Polyurethane7.YellowFoamPackaging",26,2420.5,361.5
"Polyurethane7.YellowFoamPackaging",27,1374.3,391.8
"Polyurethane7.YellowFoamPackaging",28,2045.3,289.7
"Polyurethane7.YellowFoamPackaging",29,2084.7,336.1
"Polyurethane7.YellowFoamPackaging",30,1950.7,330.7
"Polyurethane7.YellowFoamPackaging",31,264.1,286.4
"Polyurethane7.YellowFoamPackaging",32,1002.1,408.7
"PolyvinylChloride10.WhiteMicrosphere",1,2914.3,6804.6
"PolyvinylChloride10.WhiteMicrosphere",2,632.4,3257.5
"PolyvinylChloride10.WhiteMicrosphere",3,694.7,2479.6
"PolyvinylChloride10.WhiteMicrosphere",4,1431.1,1482.3
"PolyvinylChloride10.WhiteMicrosphere",5,363.1,1145.2
"PolyvinylChloride10.WhiteMicrosphere",6,1322.6,715.5
"PolyvinylChloride10.WhiteMicrosphere",7,1101,719.5
"PolyvinylChloride10.WhiteMicrosphere",8,1176.5,626.1
"PolyvinylChloride10.WhiteMicrosphere",9,2850.2,525
"PolyvinylChloride10.WhiteMicrosphere",10,844,318.1
"PolyvinylChloride10.WhiteMicrosphere",11,1254.1,227.5
"PolyvinylChloride13.GreyCableCover",1,2914.3,3550.2
"PolyvinylChloride13.GreyCableCover",2,638.3,1772.3
"PolyvinylChloride13.GreyCableCover",3,2872.4,1530.7
"PolyvinylChloride13.GreyCableCover",4,694.7,1085.3
"PolyvinylChloride13.GreyCableCover",5,1439.1,990.6
"PolyvinylChloride13.GreyCableCover",6,1084.2,1384.6
"PolyvinylChloride13.GreyCableCover",7,356.9,764.5
"PolyvinylChloride13.GreyCableCover",8,145.2,735.8
"PolyvinylChloride13.GreyCableCover",9,1300.8,702.8
"PolyvinylChloride13.GreyCableCover",10,282.8,795.3
"PolyvinylChloride13.GreyCableCover",11,1724,694.5
"PolyvinylChloride13.GreyCableCover",12,1039,890
"PolyvinylChloride13.GreyCableCover",13,1598.8,803.4
"PolyvinylChloride13.GreyCableCover",14,3071.2,560.8
"PolyvinylChloride13.GreyCableCover",15,1120.7,450.9
"PolyvinylChloride13.GreyCableCover",16,838.2,554.3
"PolyvinylChloride13.GreyCableCover",17,1168.2,394.4
"PolyvinylChloride13.GreyCableCover",18,1498.1,383.1
"PolyvinylChloride13.GreyCableCover",19,1679.9,322.5
"PolyvinylChloride13.GreyCableCover",20,506.4,303.7
"PolyvinylChloride13.GreyCableCover",21,2737.7,263.3
"PolyvinylChloride13.GreyCableCover",22,904.8,315.2
"PolyvinylChloride13.GreyCableCover",23,1002.1,218.3
"PolyvinylChloride18.RedWireCover",1,255.2,2436.5
"PolyvinylChloride18.RedWireCover",2,635.9,778.8
"PolyvinylChloride18.RedWireCover",3,1605.8,706.3
"PolyvinylChloride18.RedWireCover",4,189.8,1099.7
"PolyvinylChloride18.RedWireCover",5,1368.2,728.2
"PolyvinylChloride18.RedWireCover",6,699.4,570.8
"PolyvinylChloride18.RedWireCover",7,1490.8,654.3
"PolyvinylChloride18.RedWireCover",8,1230.4,404.7
"PolyvinylChloride18.RedWireCover",9,366.4,433.9
"PolyvinylChloride18.RedWireCover",10,1180.3,489.7
"PolyvinylChloride18.RedWireCover",11,452.9,518.4
"PolyvinylChloride18.RedWireCover",12,1729.6,378.6
"PolyvinylChloride18.RedWireCover",13,1262.7,360.5
"PolyvinylChloride18.RedWireCover",14,150.8,290.6
"PolyvinylChloride18.RedWireCover",15,1119.5,259.2
"PolyvinylChloride18.RedWireCover",16,1438.3,260.7
"PolyvinylChloride18.RedWireCover",17,964.7,305
"PolyvinylChloride18.RedWireCover",18,1078.7,210.8
"PolyvinylChloride18.RedWireCover",19,751.3,198.4
"PolyvinylChloride18.RedWireCover",20,1896.6,163
"PolyvinylChloride18.RedWireCover",21,1863.7,166.9
"PolyvinylChloride18.RedWireCover",22,1826.1,164.3
"PolyvinylChloride2.YellowRaincoat",1,1596.1,13787.6
"PolyvinylChloride2.YellowRaincoat",2,1254.1,8542.6
"PolyvinylChloride2.YellowRaincoat",3,2914.3,6005.6
"PolyvinylChloride2.YellowRaincoat",4,1398.7,6262.3
"PolyvinylChloride2.YellowRaincoat",5,1292.5,3449
"PolyvinylChloride2.YellowRaincoat",6,638.3,2995.1
"PolyvinylChloride2.YellowRaincoat",7,1328.1,2427.1
"PolyvinylChloride2.YellowRaincoat",8,694.7,2487.7
"PolyvinylChloride2.YellowRaincoat",9,1436.4,1897.7
"PolyvinylChloride2.YellowRaincoat",10,1535.3,1889.2
"PolyvinylChloride2.YellowRaincoat",11,919.1,1853.7
"PolyvinylChloride2.YellowRaincoat",12,350.8,1399.7
"PolyvinylChloride2.YellowRaincoat",13,539.6,1598.8
"PolyvinylChloride2.YellowRaincoat",14,1039,1497.1
"PolyvinylChloride2.YellowRaincoat",15,1630.3,1129.3
"PolyvinylChloride2.YellowRaincoat",16,399.9,1200.2
"PolyvinylChloride2.YellowRaincoat",17,838.2,933.7
"PolyvinylChloride2.YellowRaincoat",18,1729.2,916.6
"PolyvinylChloride2.YellowRaincoat",19,3071.2,928.2
"PolyvinylChloride2.YellowRaincoat",20,485.2,923.1
"PolyvinylChloride2.YellowRaincoat",21,273.5,869.2
"PolyvinylChloride2.YellowRaincoat",22,1081.3,991.3
"PolyvinylChloride2.YellowRaincoat",23,3188.5,787.3
"PolyvinylChloride2.YellowRaincoat",24,157.8,859.4
