"Year","Group","Sample","SampID","GSample","Drain","Zone","Type","DepthType","Easting","Northing","Longitude","Latitude","Depth_upper_cm","Depth_lower_cm","DepthMid","pH","EC","Microplastics_fragments","Microplastics_fibres","Microplastics_other","microbeads","MP_total","Al","As","Ba","Ca","Ce","Co","Cr","Cu","Fe","Gd","K","La","Li","Mg","Mn","Mo","Na","Nd","Ni","P","Pb","S","Sr","Th","V","Y","Zn","REE","Type2"
2021,"ENVT4461.2","AF_sed_65","2021_12_5","12_5",NA,"WD","Drain_Sed","Surface",400055,6468199,115.9428508,-31.91770063,NA,NA,NA,6.02,0.96,NA,1500,NA,NA,1500,38846,5.2,37,7865,67.5,53.5,19.7,28,87955,5.1,488,52.3,3.1,1499,168.3,3,1102,20.8,15,1074,37.2,3826,46.4,3.2,34.1,13.7,4786.3,145.7,"Drain_Sed"
2021,"ENVT4461.3","AF_sed_67","2021_13_1","13_1",NA,"KMD","Drain_Sed","Surface",399985,6468034,115.9420935,-31.91918283,NA,NA,NA,6.07,18.19,NA,NA,NA,NA,NA,10390,0.9,19,3841,28.3,2.5,20.4,37,9803,1.9,1889,14.2,11.9,5316,16.1,1.2,22257,12,8,675,23.1,4634,67.8,3.2,24.4,6.4,233.5,56.4,"Drain_Sed"
2021,"ENVT4461.3","AF_sed_68","2021_13_2","13_2",NA,"KMD","Drain_Sed","Surface",399981,6468029,115.9420507,-31.91922758,NA,NA,NA,5.92,21.08,NA,NA,NA,NA,NA,30353,4.4,58,3414,75.4,6.8,58.1,63,23624,4.6,3669,37.3,30,6385,40,2.4,22081,30.7,18,545,50.9,10473,88.9,13.8,65.4,15.7,236.9,148,"Drain_Sed"
2021,"ENVT4461.3","AF_sed_69","2021_13_3","13_3",NA,"KMD","Drain_Sed","Surface",399977,6468009,115.9420063,-31.91940764,NA,NA,NA,3.16,32.9,NA,NA,NA,NA,NA,19705,7.8,45,3594,63.9,17.5,42.2,79,69281,5.9,3296,31.6,23.1,7116,78.4,6.4,37420,28.4,18,466,32.9,64085,84.6,10.7,73.9,16.1,873.4,129.8,"Drain_Sed"
2021,"ENVT4461.3","AF_sed_70","2021_13_4","13_4",NA,"KMD","Drain_Sed","Surface",399977,6468030,115.9450857,-31.91922,NA,NA,NA,4.82,31.3,NA,NA,NA,NA,NA,28640,4.2,39,2842,68.3,6.8,56.8,59,27317,4.6,3759,31.4,29.1,6439,38.4,2.7,26085,28.8,17,410,31.1,11980,64.4,16.6,66.5,14.5,291.6,133.1,"Drain_Sed"
2022,"ENVT3361.1","2022_S01","Group 1",NA,NA,"SM","Saltmarsh","Surface",400470,6468259,115.9472459,-31.91719585,0,10,5,5,NA,NA,NA,NA,NA,NA,35340,6.52,80.2,1376,76.4,4.95,52.7,36.9,47040,2.73,3958,33.6,24.1,3221,57.3,3.09,10449,34,14.4,315,24.1,3371,100.6,14.2,64,11.5,16.6,146.73,"Saltmarsh W"
2022,"ENVT3361.2","2022_S02","Group 2",NA,NA,"SM","Saltmarsh","Surface",400500,6468208,115.947558,-31.91765852,0,10,5,NA,NA,NA,NA,NA,NA,NA,36380,9.24,89.1,1846,131.7,6.87,54,39.4,41905,5.28,3769,60.5,28.4,5120,93.6,1.3,29175,54.9,20.1,366,22.5,3871,95.2,16.3,63.8,29,34.9,252.38,"Saltmarsh W"
2022,"ENVT3361.3","2022_S03","Group 3",NA,NA,"SM","Saltmarsh","Surface",400419,6468324,115.9467132,-31.91660506,0,10,5,6.34,135.3,NA,NA,NA,NA,NA,10714,16.51,27.1,689,21.4,6.52,16.5,128.7,41561,2.01,552,10.8,5.6,543,85.6,2.63,474,9.1,6.6,970,82.4,467,12,5.3,24.8,3.2,126.1,43.31,"Saltmarsh W"
2022,"ENVT3361.4","2022_S04","Group 4",NA,NA,"SM","Saltmarsh","Surface",400329,6468170,115.9457456,-31.9179863,0,10,5,NA,NA,NA,NA,NA,NA,NA,41793,7.73,76.3,2774,115.8,11.61,62.6,247.5,46288,6.59,4077,56.4,33.3,5797,86.3,1.56,25631,41.8,27,985,83.1,2923,63.7,20.8,70.5,24.7,243.7,220.59,"Saltmarsh W"
2022,"ENVT3361.5","2022_S05","Group 5",NA,NA,"SM","Saltmarsh","Surface",400292,6468133,115.9453505,-31.91831681,0,10,5,NA,NA,NA,NA,NA,NA,NA,53768,9.39,77.5,1914,125.5,9.79,63.4,251.3,53143,5.35,4137,53.9,63.5,4503,66.2,4.08,15965,50.3,23.7,842,93.7,2489,52.6,19.5,76.7,28.7,212.4,235.05,"Saltmarsh W"
2022,"ENVT3361.6","2022_S06","Group 6",NA,NA,"SM","Saltmarsh","Surface",400267,6468065,115.9450791,-31.918928,0,10,5,6.46,6.86,NA,7,NA,9,16,29413,35.89,110.7,3030,47.7,14.8,43.7,593.3,73141,2.03,3610,25.2,33.5,5172,58.9,6.38,22519,19.6,16.4,2523,181.9,9769,328.7,12.6,63.7,10.3,315.8,94.53,"Saltmarsh W"
2022,"ENVT3361.7","2022_S07","Group 7",NA,NA,"SM","Saltmarsh","Surface",400336,6468051,115.9458074,-31.91906034,0,10,5,6.36,8.5,NA,NA,NA,NA,NA,38117,3.92,82.6,2227,121,18.65,65.7,53,35910,3.1,4784,61.6,43.9,5203,381.9,0.73,21182,45.9,27.4,377,31.3,2299,53.7,22.3,73.5,28.3,95.3,231.6,"Saltmarsh W"
2022,"ENVT3361.8","2022_S08","Group 8",NA,NA,"SM","Saltmarsh","Surface",400379,6468072,115.9462643,-31.91887469,0,10,5,NA,NA,NA,NA,NA,NA,NA,42425,3.82,84.3,2475,153,17.66,71.1,54.4,39243,4.03,5236,76.4,56.4,5285,287.9,1.01,20212,56.3,30.9,425,34.2,2238,60.7,23.5,79.8,38.4,93,289.73,"Saltmarsh W"
2022,"ENVT3361.9","2022_S09","Group 9",NA,NA,"S","Saltmarsh","Surface",400089,6468065,115.9431966,-31.91891236,0,10,5,NA,NA,NA,NA,NA,NA,NA,26617,23.4,47.1,5509,52.4,25.8,39.4,297.1,69710,2.01,3609,28.9,34.9,7111,206.6,2.09,35105,21.7,19,1849,115.6,5627,116.7,8.5,72.1,13.1,644.5,105.01,"Saltmarsh E"
2022,"ENVT4461.10","2022_S10","Group 10",NA,NA,"S","Saltmarsh","Surface",400112,6468035,115.9434367,-31.91918499,0,10,5,NA,NA,NA,NA,NA,NA,NA,37032.5,28.495,64.3,7048.5,74.5,30.21,61.65,418.3,76657,3.07,3020,39.3,57.45,5749.5,141,5.685,16658.5,27.45,38.35,2799,690.25,17312,108.15,13.25,80.6,18.65,809.5,144.32,"Saltmarsh E"
2022,"ENVT4461.11","2022_S11","Group 11",NA,NA,"S","Saltmarsh","Surface",400113,6468044,115.9434482,-31.91910389,0,10,5,6.53,10.4,NA,NA,NA,NA,NA,28524,21.16,43.5,6459,50.9,12.43,46,435.5,48864,2.08,3527,25.9,39.4,6549,94.8,3.16,24859,19.6,17.6,1459,192,7965,103.7,11.7,66.2,11.6,517.7,98.48,"Saltmarsh E"
2022,"ENVT4461.1","2022_S12","12",NA,NA,"CMD","Drain_Sed","Surface",400475,6468324,115.9473055,-31.91660996,0,10,5,NA,NA,NA,NA,NA,NA,NA,28018,12,101,2829,118,13,39,57,41841,7,2089,56,26,1802,75,2,809,41,13,369,43,4793,30,14,51,27,246,222,"Drain_Sed"
2022,"ENVT4461.1","2022_S13","13",NA,NA,"CMD","Drain_Sed","Surface",400410,6468325,115.9466182,-31.91659525,0,10,5,NA,NA,NA,NA,NA,NA,NA,46271,22,104,2473,183,10.3,53,604,72201,11,2895,87,48,4064,48,4,13213,65,22,2390,121,4643,96,14,81,45,263,346,"Drain_Sed"
2022,"ENVT4461.1","2022_S14","14",NA,NA,"CMD","Drain_Sed","Surface",400327,6468243,115.9457319,-31.91732764,0,10,5,NA,NA,NA,NA,NA,NA,NA,64426,5,95,1025,177,11.4,66,135,34949,12,4334,64,80,3646,47,2,9114,70,31,401,49,1831,58,19,81,39,91,323,"Drain_Sed"
2022,"ENVT4461.1","2022_S15","15",NA,NA,"N","Lake_Sed","Surface",400308,6468242,115.9455309,-31.91733499,0,10,5,NA,NA,NA,NA,NA,NA,NA,56206,6,104,2538,197,12.7,67,107,37840,12,4361,87,58,4131,74,2,8111,70,24,605,47,1810,63,21,83,45,204,366,"Lake_Sed"
2022,"ENVT4461.1","2022_S16","16",NA,NA,"NE","Lake_Sed","Surface",400341,6468229,115.9458786,-31.91745515,0,10,5,NA,NA,NA,NA,NA,NA,NA,59799,6,113,2441,201,13,70,106,38112,12,4552,89,62,4153,73,2,8294,71,25,562,44,1749,67,21,85,46,198,373,"Lake_Sed"
2022,"ENVT4461.1","2022_S16.5","16.2",NA,NA,"CMD","Drain_Sed","Surface",400448,6468343,115.9470219,-31.91643621,0,10,5,NA,NA,NA,NA,NA,NA,NA,9079,9,22,795,33,4.4,18,60,20558,2,456,15,4,374,39,1,331,12,3,143,25,225,6,7.9,30,4.2,48.2,62,"Drain_Sed"
2022,"ENVT4461.2","2022_S17","17",NA,NA,"LP","Other","Surface",400153,6468280,115.9438956,-31.9169786,0,10,5,NA,NA,NA,NA,NA,NA,NA,31772,2,27,2231,77,4.8,41,19,13485,4,1876,36,36,2482,32,2,5344,28,9,129,22,3269,29,13,47,14,208,145,"Other"
2022,"ENVT4461.2","2022_S18","18",NA,NA,"LP","Other","Surface",400170,6468296,115.944077,-31.91683577,0,10,5,NA,NA,NA,NA,NA,NA,NA,32672,3,57,2176,89,5.1,49,32,19594,5,2278,42,30,2763,34,2,6180,34,11,257,141,2527,34.6,18,59.6,17.2,121.1,170,"Other"
2022,"ENVT4461.2","2022_S19","19",NA,NA,"LP","Other","Surface",400171,6468305,115.9440885,-31.91675467,0,10,5,NA,NA,NA,NA,NA,NA,NA,30633,3,48,1837,104,3.2,45,21,18434,6,1618,49,25,2136,36,3,4071,38,8,182,24,1584,30,17,62,21,60,197,"Other"
2022,"ENVT4461.2","2022_S20","20",NA,NA,"LP","Other","Surface",400160,6468324,115.9439742,-31.91658232,0,10,5,NA,NA,NA,NA,NA,NA,NA,22088,7,53,18797,32,2.9,36,13,29765,2,1031,19,10,1438,42,7,621,15,5,143,18,329,65,16,66,5,30,68,"Other"
2022,"ENVT4461.2","2022_S21","21",NA,NA,"LP","Other","Surface",400189,6468329,115.9442814,-31.91653976,0,10,5,NA,NA,NA,NA,NA,NA,NA,24388,7,82,4031,42,5.6,47,20,35827,3,1063,21,13,1307,45,5,453,17,6,180,23,404,26,18,71,6,198,83,"Other"
2022,"ENVT4461.3","2022_S22","22",NA,NA,"NW","Lake_Sed","Surface",400034,6468183,115.9426271,-31.91784311,0,10,5,5.81,10.56,NA,NA,NA,NA,NA,23112,7,19,2351,62,21.1,33,23,39825,4,1843,28,28,3104,42,6,11846,25,10,259,26,15099,35,10,54,15,1160,119,"Lake_Sed"
2022,"ENVT4461.3","2022_S23","23",NA,NA,"NW","Lake_Sed","Surface",400036,6468185,115.9426484,-31.91782524,0,10,5,5.54,9.99,NA,NA,NA,NA,NA,21131,9,20,3070,67,22.4,30,32,55404,5,1540,29,25,3238,48,9,11216,29,11,408,30,17984,41,8,56,16,1398,130,"Lake_Sed"
2022,"ENVT4461.3","2022_S24","24",NA,NA,"WD","Drain_Sed","Surface",400056,6468254,115.9428671,-31.9172046,0,10,5,5.62,0.1069,NA,NA,NA,NA,NA,5208,1,7,2398,10,6.8,3,6,3962,1,95,8,2,253,19,NA,123,4,2,131,17,1342,9,2,5,2,2783,23,"Drain_Sed"
2022,"ENVT4461.3","2022_S25","25",NA,NA,"WD","Drain_Sed","Surface",400052,6468252,115.9428246,-31.91722229,0,10,5,7.12,0.2583,NA,NA,NA,NA,NA,9700,3,13,9354,16,22.4,6,10,12227,1,182,13,1,626,87,NA,222,6,3,281,18,1473,21,1,11,3,2643,36,"Drain_Sed"
2022,"ENVT4461.3","2022_S26","26",NA,NA,"WD","Drain_Sed","Surface",400043,6468265,115.9427307,-31.91710423,0,10,5,6.52,0.2944,NA,NA,NA,NA,NA,2316,1,7,1549,3,2.3,2,3,2284,NA,64,1,1,127,12,NA,75,1,NA,43,62,934,4,1,4,1,150,5,"Drain_Sed"
2022,"ENVT4461.4","2022_S27","27",NA,NA,"KMD","Drain_Sed","Surface",399915,6468163,115.9413665,-31.91801304,0,10,5,NA,NA,NA,NA,NA,NA,NA,7147,5,53,16283,15,40.3,12,80,15523,1,818,9,3,1453,258,1,1871,8,6,1403,27,4507,72,2,21,3,1632,33,"Drain_Sed"
2022,"ENVT4461.4","2022_S29","29",NA,NA,"KMD","Drain_Sed","Surface",399964,6468087,115.9418768,-31.9187029,0,10,5,NA,NA,NA,NA,NA,NA,NA,14087,7,43,7893,19,18.4,14,18,15937,1,430,11,5,1003,119,1,663,9,4,1348,24,1956,41.4,1.7,26.6,3.8,892,40,"Drain_Sed"
2022,"ENVT4461.4","2022_S30","30",NA,NA,"KMD","Drain_Sed","Surface",399997,6468027,115.9422197,-31.91924703,0,10,5,NA,NA,NA,NA,NA,NA,NA,11771,9,37,5638,19,36.8,13,33,32513,1,1158,13,8,3919,97,3,14063,9,8,1146,46,38615,71,3,28,4,5747,42,"Drain_Sed"
2022,"ENVT4461.4","2022_S31","31",NA,NA,"KMD","Drain_Sed","Surface",400004,6467976,115.9422884,-31.91970769,0,10,5,NA,NA,NA,NA,NA,NA,NA,29810,6,35,6640,55,17,41,28,36614,4,2075,29,38,2944,99,2,4508,23,11,457,25,8767,50,13,68,15,496,111,"Drain_Sed"
2023,"ENVT3361_01","S2023_1.1","1.1",NA,NA,"NE","Lake_Sed","Surface",400441,6468270,115.94694,-31.9170941,0,10,5,4.52,8.46,0,0,0,0,0,43286,8,115,1790,121,5.5,56,93,54449,9,4979,49,29,5121,50,2,22218,53,18,633,39,6625,144,14,74,23,40,232,"Lake_Sed"
2023,"ENVT3361_01","S2023_1.2","1.2",NA,NA,"NE","Lake_Sed","Surface",400444,6468255,115.946971,-31.9172297,0,10,5,5.03,12.16,0,1917,0,0,1917,34731,11,69,1398,73,7,62,98,69316,5,3987,29,18,5248,77,1,20222,34,19,525,23,4108,48,19,74,12,27,141,"Lake_Sed"
2023,"ENVT3361_01","S2023_1.3","1.3",NA,NA,"NE","Lake_Sed","Surface",400445,6468242,115.94698,-31.917347,0,10,5,5.06,5.36,0,486,0,0,486,37810,9,81,1891,170,6.3,63,80,63005,10,3214,69,23,4606,65,1,9797,67,19,535,29,2168,57,17,74,33,38,316,"Lake_Sed"
2023,"ENVT3361_02","S2023_2.1","2.1",NA,NA,"N","Lake_Sed","Surface",400320,6468293,115.945663,-31.916876,0,10,5,6.28,6.03,NA,NA,NA,NA,0,44481,12,99,3353,117,10.9,52,72,78003,8,5343,54,39,4298,109,5,14833,47,19,422,33,5458,360,15,64,24,91,226,"Lake_Sed"
2023,"ENVT3361_02","S2023_2.2","2.2",NA,NA,"N","Lake_Sed","Surface",400320,6468283,115.945662,-31.9169662,0,10,5,6.35,4.34,NA,NA,NA,NA,0,53703,9,116,3204,192,12.2,59,89,69163,14,5515,77,49,4607,76,5,12877,79,29,613,35,5797,399,16,76,42,156,362,"Lake_Sed"
2023,"ENVT3361_02","S2023_2.3","2.3",NA,NA,"N","Lake_Sed","Surface",400328,6468246,115.945743,-31.9173007,0,10,5,6.3,7.01,NA,NA,NA,NA,0,55791,7,113,4282,247,14.5,68,142,45944,14,4593,115,63,5671,69,3,17206,87,38,648,47,4882,190,17,76,61,197,463,"Lake_Sed"
2023,"ENVT3361_03","S2023_3.1","3.1",NA,NA,"N","Lake_Sed","Surface",400222,6468209,115.944618,-31.9176251,0,10,5,7.13,15.16,20500,5000,0,7000,32500,35485,7,38,4901,108,11,58,199,37581,6,4850,49,31,7404,79,2,29467,38,21,378,40,8038,65,18,67,24,206,201,"Lake_Sed"
2023,"ENVT3361_03","S2023_3.2","3.2",NA,NA,"N","Lake_Sed","Surface",400247,6468196,115.944881,-31.9177446,0,10,5,7.55,57.47,0,7500,0,6000,13500,38020,6,48,11704,124,12.7,61,270,36439,7,6123,57,35,14360,124,2,66489,43,23,431,49,14885,136,20,69,29,286,231,"Lake_Sed"
2023,"ENVT3361_03","S2023_3.3","3.3",NA,NA,"N","Lake_Sed","Surface",400270,6468202,115.945125,-31.9176925,0,10,5,7.17,32.95,1000,6500,0,0,7500,28944,6,37,9405,79,10.2,46,200,28747,5,4276,37,24,10184,84,3,50125,28,18,338,38,13914,105,15,54,18,169,149,"Lake_Sed"
2023,"ENVT3361_04","S2023_4.1","4.1",NA,"Chapman","CMD","Drain_Sed","Core",400228,6467997,115.94466,-31.919538,0,15,7.5,5.91,4.57,0,4500,0,0,4500,40283,4,59,1567,117,12.1,67,45,42845,7,3664,54,31,5771,215,3,22281,44,22,317,39,2194,34,20,83,25,64,222,"Drain_Sed"
2023,"ENVT3361_04","S2023_4.2","4.2",NA,"Chapman","CMD","Drain_Sed","Core",400228,6467997,115.94466,-31.919538,15,30,22.5,5.4,2.8,0,3500,0,0,3500,53042,8,33,1068,153,10.2,74,33,49583,10,3622,63,51,3853,174,7,10443,60,22,278,36,1217,24,20,96,33,24,286,"Drain_Sed"
2023,"ENVT3361_04","S2023_4.3","4.3",NA,"Chapman","CMD","Drain_Sed","Core",400228,6467997,115.94466,-31.919538,30,45,37.5,5.07,2.54,1000,5000,0,0,6000,44986,9,111,901,86,6.5,69,24,56490,6,2725,33,38,3491,102,11,8207,36,15,204,21,1201,24,23,113,19,18,161,"Drain_Sed"
2023,"ENVT3361_04","S2023_4.4","4.4",NA,"Chapman","CMD","Drain_Sed","Core",400228,6467997,115.94466,-31.919538,45,60,52.5,4.99,4.63,0,5500,0,0,5500,14483,2,35,560,30,2.3,24,7,12822,2,1322,14,11,1518,57,3,5646,11,5,40,8,1248,14,12,31,4,6,57,"Drain_Sed"
2023,"ENVT3361_05","S2023_5.1","5.1",NA,NA,"SM_SW","Saltmarsh","Surface",399974,6467993,115.941973,-31.9195517,0,10,5,6.62,6.97,3,3,NA,NA,6,39478,6,46,2847,76,6.1,60,45,28974,4,3428,37,25,5364,47,1,18788,28,19,370,34,4055,54,18,62,15,141,145,"Saltmarsh E"
2023,"ENVT3361_05","S2023_5.2","5.2",NA,NA,"SM_SW","Saltmarsh","Surface",399974,6467991,115.941973,-31.9195697,0,10,5,6.88,5.79,3,4,NA,NA,7,32098,4,48,2604,83,5.9,59,44,28430,5,3247,40,23,4896,46,1,10890,30,17,397,37,3312,49,19,66,17,144,158,"Saltmarsh E"
2023,"ENVT3361_05","S2023_5.3","5.3",NA,NA,"SM_SW","Saltmarsh","Surface",399975,6467998,115.941984,-31.9195067,0,10,5,6.73,5.93,8,NA,NA,NA,8,36066,6,36,3224,84,10,61,43,38302,5,3288,41,24,6052,134,1,16374,31,19,570,34,2701,58,16,67,17,230,161,"Saltmarsh E"
2023,"ENVT3361_05","S2023_5.4","5.4",NA,NA,"SM_SW","Saltmarsh","Surface",399972,6467985,115.941951,-31.9196237,0,10,5,7.9,7.1,7,NA,NA,NA,7,35145,6,31,2559,78,10,57,38,32620,4,2898,39,24,5146,191,1,10507,29,19,480,31,1474,46,15,61,16,221,150,"Saltmarsh E"
2023,"ENVT3361_05","S2023_5.5","5.5",NA,NA,"SM_SW","Saltmarsh","Surface",399974,6467980,115.941972,-31.919669,0,10,5,7.51,3.34,7,NA,NA,NA,7,34227,5,37,3643,87,11.9,61,42,38473,5,3102,43,26,5875,308,1,13336,32,20,649,38,2077,62,16,69,18,256,167,"Saltmarsh E"
2023,"ENVT3361_06","S2023_6.1","6.1",NA,NA,"SM_SW","Saltmarsh","Core",399975,6468054,115.94199,-31.9190015,0,10,5,6.34,4.66,NA,NA,NA,NA,0,33376,6,55,3130,71,8.7,55,72,36959,4,3215,33,29,6770,46,5,20206,28,17,448,41,19225,71,18,63,15,282,136,"Saltmarsh E"
2023,"ENVT3361_06","S2023_6.2","6.2",NA,NA,"SM_SW","Saltmarsh","Core",399995,6468054,115.942201,-31.9190033,10,20,15,6.81,7.5,NA,NA,NA,NA,0,35842,6,51,2026,105,18.9,65,53,36354,6,3794,54,35,4945,53,2,11085,38,24,373,34,3113,45,21,77,22,695,203,"Saltmarsh E"
2023,"ENVT3361_06","S2023_6.3","6.3",NA,NA,"SM_SW","Saltmarsh","Core",399995,6468054,115.942201,-31.9190033,20,30,25,6.86,4.52,NA,NA,NA,NA,0,30761,5,46,1646,87,11.8,46,40,28596,5,2747,45,34,3609,38,2,8899,30,18,313,22,3157,37,14,59,20,397,167,"Saltmarsh E"
2023,"ENVT3361_06","S2023_6.4","6.4",NA,NA,"SM_SW","Saltmarsh","Core",399995,6468054,115.942201,-31.9190033,30,40,35,6.75,7.55,NA,NA,NA,NA,0,42522,7,73,2292,120,33.3,66,67,44423,7,3965,60,45,5174,59,4,12835,42,31,410,35,4756,55,21,87,27,1018,229,"Saltmarsh E"
2023,"ENVT3361_07","S2023_7.1","7.1",NA,NA,"SM_SW","Saltmarsh","Surface",399950,6467980,115.941718,-31.9196669,0,10,5,6.6,7.9,NA,NA,NA,NA,0,38739,5,38,4157,81,11.7,60,41,33121,5,2744,41,21,5293,229,1,10107,30,20,735,37,1581,57,13,68,16,190,157,"Saltmarsh E"
2023,"ENVT3361_07","S2023_7.2","7.2",NA,NA,"SM_SW","Saltmarsh","Surface",399948,6467980,115.941697,-31.9196667,0,10,5,6.8,5.26,NA,NA,NA,NA,0,34687,5,32,3023,80,11,58,40,31837,4,2779,40,23,5122,224,1,10307,30,20,622,36,1392,51,14,62,16,258,154,"Saltmarsh E"
2023,"ENVT3361_07","S2023_7.3","7.3",NA,NA,"SM_SW","Saltmarsh","Surface",399945,6467983,115.941665,-31.9196393,0,10,5,6.7,7.71,NA,NA,NA,NA,0,36130,7,36,2985,89,15.6,62,43,39296,5,3392,45,26,5778,375,1,15212,34,22,561,37,1599,53,18,71,19,232,173,"Saltmarsh E"
2023,"ENVT3361_07","S2023_7.4","7.4",NA,NA,"SM_SW","Saltmarsh","Surface",399948,6467988,115.941697,-31.9195945,0,10,5,6.7,8.02,NA,NA,NA,NA,0,39873,6,40,3086,106,13.3,74,48,42887,6,3945,53,31,6399,116,1,16011,40,24,524,40,1743,54,22,85,22,259,205,"Saltmarsh E"
2023,"ENVT3361_07","S2023_7.5","7.5",NA,NA,"SM_SW","Saltmarsh","Surface",399945,6467995,115.941666,-31.9195311,0,10,5,6.15,9.95,NA,NA,NA,NA,0,29247,6,37,3494,77,7.3,54,42,32586,4,3640,39,29,6170,41,2,19782,28,18,619,37,4818,62,15,67,17,217,148,"Saltmarsh E"
2023,"ENVT3361_08","S2023_8.1","8.1",NA,"Kitchener","SM_SW","Saltmarsh","Core",399975,6468066,115.941991,-31.9188933,0,10,5,6.78,3.11,NA,NA,NA,NA,0,1699,1,2,1028,3,NA,3,NA,1284,NA,28,2,NA,84,7,NA,31,1,NA,14,1,57,7,1,8,NA,3,NA,"Saltmarsh E"
2023,"ENVT3361_08","S2023_8.2","8.2",NA,"Kitchener","SM_SW","Saltmarsh","Core",399975,6468066,115.941991,-31.9188933,11,20,15.5,6.76,7.25,NA,NA,NA,NA,0,366,NA,3,23,2,0.4,1,NA,532,NA,122,1,NA,11,25,NA,30,1,NA,3,2,NA,NA,1,1,NA,1,NA,"Saltmarsh E"
2023,"ENVT3361_08","S2023_8.3","8.3",NA,"Kitchener","SM_SW","Saltmarsh","Core",399975,6468066,115.941991,-31.9188933,21,30,25.5,6.73,3.55,NA,NA,NA,NA,0,45877,7,102,2274,116,8,81,47,42921,6,3870,61,32,5287,71,1,10412,43,25,402,38,2103,49,23,87,25,150,226,"Saltmarsh E"
2023,"ENVT3361_08","S2023_8.4","8.4",NA,"Kitchener","SM_SW","Saltmarsh","Core",399975,6468066,115.941991,-31.9188933,31,40,35.5,6.93,2.83,NA,NA,NA,NA,0,43637,4,74,2427,110,7.5,76,48,35180,6,3885,56,33,5508,60,1,12675,40,23,395,41,2412,53,23,81,24,148,212,"Saltmarsh E"
2023,"ENVT3361_08","S2023_8.5","8.5",NA,"Kitchener","SM_SW","Saltmarsh","Core",399975,6468066,115.941991,-31.9188933,41,50,45.5,6.69,2.88,NA,NA,NA,NA,0,46511,4,88,2210,124,7.9,75,42,35270,7,3518,60,44,4778,59,1,10018,45,23,342,31,1664,49,21,89,29,123,236,"Saltmarsh E"
2023,"ENVT3361_09","S2023_9.1","9.1",NA,NA,"SM_SW","Saltmarsh","Surface",399995,6468066,115.942203,-31.9188951,0,10,5,7,9.12,NA,NA,NA,NA,0,21623,22,53,6102,49,6.9,36,39,90146,4,2645,26,17,8019,46,3,36996,21,11,1170,24,18348,106,9,74,10,230,100,"Saltmarsh E"
2023,"ENVT3361_09","S2023_9.2","9.2",NA,NA,"SM_SW","Saltmarsh","Surface",399996,6468051,115.942212,-31.9190305,0,10,5,7.18,15.56,NA,NA,NA,NA,0,3161,19,31,6664,12,41.3,7,21,106286,3,3345,9,3,11346,143,14,78874,8,9,632,9,72932,105,2,47,4,295,32,"Saltmarsh E"
2023,"ENVT3361_09","S2023_9.3","9.3",NA,NA,"SM_SW","Saltmarsh","Surface",399993,6468044,115.942179,-31.9190933,0,10,5,7.6,12.41,NA,NA,NA,NA,0,5556,17,17,8145,10,20,9,16,99054,2,4861,8,4,8809,79,14,62392,7,7,498,9,68848,102,3,40,3,303,27,"Saltmarsh E"
2023,"ENVT3361_09","S2023_9.4","9.4",NA,NA,"SM_SW","Saltmarsh","Surface",4e+05,6468040,115.942253,-31.91913,0,10,5,7.76,12.83,NA,NA,NA,NA,0,8439,12,14,7225,12,21.3,13,30,56030,2,3600,8,6,10876,117,12,80705,5,10,568,13,53605,105,4,33,3,394,27,"Saltmarsh E"
2023,"ENVT3361_09","S2023_9.5","9.5",NA,NA,"SM_SW","Saltmarsh","Surface",399997,6468033,115.94222,-31.9191929,0,10,5,7.31,20.01,NA,NA,NA,NA,0,11199,6,32,5377,13,9.2,18,30,28782,1,3304,8,9,10710,63,7,67928,5,8,631,23,28147,82,4,23,3,289,27,"Saltmarsh E"
2023,"ENVT3361_10","S2023_10.1","10.1",NA,NA,"S","Saltmarsh","Core",400035,6468100,115.942629,-31.9185919,0,5,2.5,6.49,56,NA,NA,NA,NA,0,29017,9,38,5566,58,16.3,43,45,58588,4,3188,31,25,9870,73,2,45665,22,19,713,28,9864,91,11,55,13,510,115,"Saltmarsh E"
2023,"ENVT3361_10","S2023_10.2","10.2",NA,NA,"S","Saltmarsh","Core",400035,6468100,115.942629,-31.9185919,5,10,7.5,5.5,21,NA,NA,NA,NA,0,45530,6,38,2555,105,10.8,67,49,41018,6,3560,53,38,4837,60,2,15858,39,22,265,36,3420,46,21,79,21,310,203,"Saltmarsh E"
2023,"ENVT3361_10","S2023_10.3","10.3",NA,NA,"S","Saltmarsh","Core",400035,6468100,115.942629,-31.9185919,10,15,12.5,5.87,12,NA,NA,NA,NA,0,44988,6,40,2531,113,8.9,71,49,39136,6,3569,55,39,4588,59,2,10274,41,21,239,35,2023,44,22,85,23,202,215,"Saltmarsh E"
2023,"ENVT3361_10","S2023_10.4","10.4",NA,NA,"S","Saltmarsh","Core",400035,6468100,115.942629,-31.9185919,15,20,17.5,5.98,7.4,NA,NA,NA,NA,0,41997,7,42,2395,112,7.7,69,41,42278,6,3383,54,38,4364,54,3,8928,41,19,249,34,1528,43,22,87,23,153,213,"Saltmarsh E"
2023,"ENVT3361_10","S2023_10.5","10.5",NA,NA,"S","Saltmarsh","Core",400035,6468100,115.942629,-31.9185919,20,30,25,5.91,7.9,NA,NA,NA,NA,0,43195,8,43,2327,113,7.7,68,31,42969,6,3183,54,45,4050,52,3,7029,41,18,261,30,1095,43,22,91,24,329,214,"Saltmarsh E"
