"LTER_site","Local_site","Samp_loc","Date","Year","Time","Depth_to_water","pH","Cond","ANC","H","NH4","Ca","Mg","Na","K","Cl","NO3","SO4","PO4","Si","cat_sum","an_sum","chg_bal","TN","TDN","PN","DON","IN","TP","TDP","PP","DOP","IP","d18O","d18O_sdev","dDuet","dD_sdev","D_excess","Trit","T_sdev","DOC"
"NWT","SADDLE","SAD.D4","23/07/2009",2009,"1000",3.34,6.82,18.53,126.87,0.151356125,NA,104.1065787,14.40726646,68.13382137,5.779755511,6.572081347,17.91793874,25.81676757,0.061234525,199.8700382,192.5787781,177.2380222,0.041482042,NA,26.30981387,NA,8.391875123,17.91793874,NA,NA,NA,NA,0.020411508,-16.44708784,0.069736595,-118.5657326,0.295775367,13.01097009,NA,NA,0.845174099
"NWT","SADDLE","SAD.D4","31/07/2009",2009,"820",3.38,6.79,18.8,133.69,0.16218101,NA,106.3041967,14.40726646,71.08382827,5.779755511,6.374636843,15.77294698,25.46282802,0.054713443,200.4502383,197.737228,181.3551253,0.043214015,NA,18.68462301,NA,2.911676037,15.77294698,NA,0.115536553,NA,0.097298739,0.018237814,-16.48959426,0.045788117,-119.6134511,0.193062317,12.303303,NA,NA,1.972619214
"NWT","SADDLE","SAD.D4","6/08/2009",2009,"1325",NA,6.65,19.3,136.93,0.223872114,NA,99.80875945,14.08110379,68.13382137,5.779755511,5.500239754,15.06332564,25.62938781,0.078059006,196.8760823,188.0273122,183.2010122,0.013000894,NA,20.4961597,NA,5.43283406,15.06332564,NA,0.030793313,NA,0.004773644,0.026019669,-16.48926274,0.079558972,-119.9676038,0.091807207,11.94649813,NA,NA,1.06400269
"NWT","SADDLE","SAD.D4","12/08/2009",2009,"830",3.72,6.71,18.91,131.94,0.19498446,NA,99.80875945,13.75483845,65.18529093,4.910234771,3.356556568,13.80536054,25.08806849,0.096205264,198.1386695,183.8541081,174.2861909,0.026715556,NA,19.89854561,NA,6.093185066,13.80536054,NA,0.236082668,NA,0.204014247,0.032068421,-16.4533968,0.020570395,-119.6812676,0.171709812,11.94590679,NA,NA,0.812308088
"NWT","SADDLE","SAD.D4","28/08/2009",2009,"1150",4.23,6.63,18.75,128.08,0.234422882,0.712880598,92.61437356,13.75483845,62.23823932,3.299063986,4.654049023,13.14412248,27.50318546,0.106188689,207.140594,172.8538188,173.4875456,-0.001829775,NA,19.8405049,NA,5.983501822,13.85700308,NA,0.228478595,NA,0.193082365,0.03539623,-16.31415219,0.035729554,-118.1182058,0.133793567,12.39501167,10.3,0.4,0.645
"NWT","SADDLE","SAD.D4","1/09/2009",2009,"945",4.32,6.49,18.78,125.59,0.323593657,NA,92.61437356,13.42846981,68.13382137,4.04071403,3.638620145,13.14412248,27.31580569,NA,207.1200317,178.5409724,169.6885483,0.025421234,NA,12.36507565,NA,NA,13.14412248,NA,0.105603246,NA,0.105603246,NA,-16.37980237,0.08712663,-118.0751072,0.085713393,12.96331177,NA,NA,0.607361366
"NWT","SADDLE","SAD.D4","11/09/2009",2009,"920",4.54,6.79,19.65,130.63,0.16218101,2.284620931,89.62189361,13.75483845,71.08382827,9.078819498,9.759399769,14.38595982,29.12714342,NA,207.2331283,185.9861818,183.902503,0.005633259,NA,18.71032993,NA,2.039749179,16.67058075,NA,0.297230632,NA,0.297230632,NA,-16.2926015,0.044839787,-118.0960039,0.271816444,12.24480804,NA,NA,0.600687521
"NWT","SADDLE","SAD.D4","22/09/2009",2009,"922",4.74,6.72,19.08,118.06,0.190546072,0.701894004,90.6595385,12.99769661,65.18529093,5.017142276,3.441175641,14.07953242,29.27288323,0.12175954,210.960977,174.7521084,164.9753508,0.028778238,NA,17.09044444,NA,2.309018008,14.78142643,NA,NA,NA,NA,0.040586513,-16.28829102,0.018669999,-118.3343521,0.083151384,11.97197611,NA,NA,0.604
"NWT","SADDLE","SAD.D4","30/09/2009",2009,"750",4.71,6.79,19.66,123.81,0.16218101,0.678246839,91.62196796,13.56586921,68.13382137,6.219873029,5.500239754,14.80528152,29.52272292,0.145283141,212.343798,180.3819594,173.7835273,0.018630929,NA,20.16891916,NA,4.685390803,15.48352836,NA,NA,NA,NA,0.048427714,-16.29989565,0.047877612,-118.1981993,0.051620832,12.20096587,NA,NA,0.673376713
"NWT","SADDLE","SAD.D4","19/11/2009",2009,"1200",5.31,6.62,18.6,124.37,0.239883292,NA,87.77621754,13.12679941,71.33598378,2.22495013,3.469381999,15.6116694,30.89684119,0.104634331,215.1609567,174.7038342,174.4525269,0.000719756,NA,17.82186424,NA,2.210194844,15.6116694,NA,0.264738167,NA,0.229860057,0.03487811,-16.25660764,0.05381384,-118.4852913,0.026824361,11.56756978,NA,NA,0.731157301
"NWT","SADDLE","SAD.D4","17/12/2009",2009,"1330",NA,6.82,19.25,121.87,0.151356125,NA,93.31337325,14.31391905,71.33598378,4.537328903,4.033509153,15.85358576,32.49997918,0.368449729,227.0107883,183.6519611,174.6255238,0.025193984,NA,18.83112607,NA,2.977540304,15.85358576,NA,0.116226513,NA,NA,0.122816576,-16.19186847,0.006217581,-118.1235345,0.114535508,11.41141321,NA,NA,0.709122098
"NWT","SADDLE","SAD.D4","21/01/2010",2010,"1235",6.21,6.81,25.2,146.42,0.154881662,1.05833334,97.19952615,17.97090352,110.4424357,4.203700424,23.60872141,15.06332564,38.24629196,0.242138568,232.8352204,231.0297808,223.5804776,0.016386131,NA,23.77433657,NA,7.652677587,16.12165898,NA,0.309937367,NA,0.229224511,0.080712856,-16.58652756,0.013869922,-119.4719406,0.151677349,13.22027988,NA,NA,1.351
"NWT","SADDLE","SAD.D4","25/02/2010",2010,"1430",6.67,6.71,23.4,154.98,0.19498446,0.999521657,109.0945699,18.39576031,81.94869081,7.109092864,4.738668096,15.56328613,35.53969536,0.184025312,229.3565121,217.74262,211.0056749,0.015713054,NA,18.84812268,NA,2.285314899,16.56280778,NA,0.219538968,NA,0.158197198,0.061341771,-16.50571638,0.040836643,-119.481548,0.110250703,12.56418302,NA,NA,0.77
"NWT","SADDLE","SAD.D4","16/03/2010",2010,"1150",6.96,7.01,24,165.43,0.097723722,0.856732849,119.1682928,20.45702839,84.64293896,5.029312081,7.051589428,18.01470529,38.76679131,0.401460155,236.6785943,230.2520288,229.6645462,0.001277368,NA,21.78582954,NA,2.914391399,18.87143814,NA,0.199078378,NA,0.065258326,0.133820052,-16.39222553,0.007216356,-119.9022887,0.169404205,11.23551559,NA,NA,0.864154511
"NWT","SADDLE","SAD.D4","27/04/2010",2010,"1410",7.45,7.18,26.8,172.06,0.066069345,3.141215871,124.251497,21.20837999,89.16997973,4.347603703,6.036160551,17.48248929,41.51502786,0.367203128,232.9209927,242.1847456,237.4608808,0.009848656,NA,20.24832811,NA,NA,20.62370516,NA,0.300897527,NA,0.178496484,0.122401043,-16.21378805,0.00376628,-118.4751057,0.145149636,11.23519866,8.8,0.4,0.483412373
"NWT","SADDLE","SAD.D4","3/06/2010",2010,"1120",7.01,6.54,25.3,165.26,0.28840315,1.628483055,125.7984032,13.45499322,86.99510218,3.554805381,8.405494598,16.72448468,34.18639706,NA,203.5568611,231.7201902,224.5763763,0.015656076,NA,23.33041278,NA,4.977445048,18.35296773,NA,0.117479656,NA,0.117479656,NA,-16.86138934,0.034028343,-122.9261847,0.200006926,11.96493,NA,NA,1.103248343
"NWT","SADDLE","SAD.D4","9/06/2010",2010,"1200",4.85,6.58,13.66,85.77,0.263026799,1.148230088,60.8532467,9.465351737,55.2937978,2.498904109,4.371985446,8.90252222,15.78154018,0.666553174,98.2745496,129.5225572,115.492601,0.057261585,NA,22.15017681,NA,12.09942451,10.05075231,NA,0.308990254,NA,0.086805863,0.222184391,-18.16366748,0.021074778,-132.5390768,0.055057495,12.77026305,NA,NA,2.698211276
"NWT","SADDLE","SAD.D4","17/06/2010",2010,"950",2.62,6.19,11,59.17,0.645654229,5.973633289,54.18481879,7.353471534,31.57922209,3.463222263,4.625842665,7.773579185,13.532983,0.548931465,66.84931995,103.2000222,85.65133632,0.092923271,NA,29.79815855,NA,16.05094608,13.74721247,NA,0.172693426,NA,NA,0.182977155,-17.94490482,0.580821736,-130.4705803,1.584635067,13.08865828,NA,NA,4.000606254
"NWT","SADDLE","SAD.D4","22/06/2010",2010,"830",1.6,6.26,13.77,84.58,0.549540874,1.175755942,61.22531749,8.527762139,48.8657549,5.20458354,8.151637379,5.289904508,19.05027607,0.089909304,139.0569323,125.5487149,117.1617273,0.034555529,NA,25.41761708,NA,18.95195663,6.465660449,NA,NA,NA,NA,0.029969768,-16.66258761,0.017876365,-123.156378,0.034124242,10.1443229,NA,NA,2.59333147
"NWT","SADDLE","SAD.D4","29/06/2010",2010,"915",1.65,6.4,18.06,125.72,0.398107171,NA,88.52472526,12.9965888,60.8204231,5.20458354,10.18249513,4.483516625,23.19345087,0.139069233,170.6981414,167.9444279,163.7185319,0.012741537,NA,16.77768497,NA,12.29416834,4.483516625,NA,0.345518541,NA,0.29916213,0.046356411,-17.03289898,0.167841079,-124.222821,0.832324205,12.04037088,NA,NA,1.891
"NWT","SADDLE","SAD.D4","6/07/2010",2010,"940",2.1,6.64,16.78,117.4,0.229086765,NA,83.94968481,12.03619494,58.28671846,3.664314526,3.610413787,4.99960487,19.82061511,0.174339769,171.4826604,158.1659995,146.0049735,0.039980889,NA,14.72364345,NA,9.724038582,4.99960487,NA,0.177568283,NA,0.119455027,0.058113256,-17.13476882,0.018460239,-125.6485425,0.131465289,11.42960809,NA,NA,1.644516068
"NWT","SADDLE","SAD.D4","13/07/2010",2010,"1045",2.57,6.53,16.78,124.55,0.295120923,0.769601966,84.75548902,11.76163178,63.50642459,2.525712884,4.738668096,5.999525844,19.38339565,0.220938783,177.4384035,163.6139812,154.8925284,0.027382338,NA,31.3778406,NA,24.60871279,6.76912781,NA,0.063318789,NA,NA,0.073646261,-17.14370529,0.092562466,-125.5030636,0.085689977,11.64657866,NA,NA,1.522961218
"NWT","SADDLE","SAD.D4","19/07/2010",2010,"845",3,6.64,17.82,129.29,0.229086765,NA,82.87492018,11.83028018,72.20593481,1.173752645,3.384762926,5.628587418,20.19537463,0.526616047,188.5426191,168.3139746,159.025341,0.028376162,NA,31.55910711,NA,25.93051969,5.628587418,NA,0.167515856,NA,NA,0.175538682,-17.15604121,0.001851671,-125.8863988,0.420285085,11.3619309,NA,NA,1.581303268
"NWT","SADDLE","SAD.D4","27/07/2010",2010,"845",3.2,6.42,17.16,126.76,0.380189396,NA,90.53143175,13.55976714,69.67731587,3.222341568,4.738668096,5.789864995,25.17134838,NA,202.273339,177.3710457,162.4598815,0.043878185,NA,9.645134686,NA,3.855269691,5.789864995,NA,NA,NA,NA,NA,-17.13476882,0.030356638,-125.1335129,0.088955247,11.94463771,NA,NA,0.835934749
"NWT","SADDLE","SAD.D4","3/08/2010",2010,"840",3.6,6.4,19.55,133.24,0.398107171,1.592964844,90.11279095,13.63610965,77.65702965,9.692598844,13.79290892,6.999446818,24.79658886,NA,204.6557716,193.0896011,178.8289446,0.038343494,NA,28.37412457,NA,19.7817129,8.592411662,NA,NA,NA,NA,NA,-17.12681915,0.054725234,-124.7782888,0.20236537,12.23626447,NA,NA,2.01534286
"NWT","SADDLE","SAD.D4","10/08/2010",2010,"1120",3.7,6.42,17.34,128.75,0.380189396,NA,85.61678687,12.56801937,69.67731587,4.149334992,3.384762926,6.4349753,22.79787137,0.180723255,202.8274941,172.3916465,161.5483328,0.032470846,NA,16.13530032,NA,9.700325024,6.4349753,NA,0.160911542,NA,0.100670457,0.060241085,-17.01909525,0.045510445,-124.7598777,0.333593835,11.3928843,NA,NA,0.960588824
"NWT","SADDLE","SAD.D4","17/08/2010",2010,"1110",3.9,6.59,17.46,122.55,0.257039578,0.713944041,82.63732223,12.5863771,64.37003636,5.739857859,3.977096438,6.628508392,22.29819199,NA,202.2581713,166.3045772,155.4537968,0.033723381,NA,13.94955651,NA,6.607104078,7.342452433,NA,NA,NA,NA,NA,-17.04870449,0.024192183,-124.3178084,0.154735376,12.07182757,NA,NA,1.000826368
"NWT","SADDLE","SAD.D4","24/08/2010",2010,"950",4.05,6.52,17.85,131.36,0.301995172,NA,90.48892032,12.76063016,63.07144908,6.452961525,3.807858291,6.322080997,23.4849305,0.231412586,213.1796981,173.0759563,165.2062824,0.023263633,NA,9.964240386,NA,3.64215939,6.322080997,NA,0.152418831,NA,0.075281302,0.077137529,-16.93490394,0.045587197,-124.8481449,0.307388139,10.63108667,NA,NA,0.786036617
"NWT","SADDLE","SAD.D4","1/09/2010",2010,"1300",4.3,6.45,16.9,122.22,0.354813389,NA,83.96990984,12.32980401,60.89657152,5.828783217,3.102699348,7.499407305,22.86033129,NA,215.424838,163.379882,155.6824379,0.024125205,NA,13.31489541,NA,5.815488106,7.499407305,NA,NA,NA,NA,NA,-16.95202801,0.017067992,-124.7733754,0.082881708,10.84284866,NA,NA,0.942228099
"NWT","SADDLE","SAD.D4","7/09/2010",2010,"1100",4.45,6.5,18.34,136.33,0.316227766,NA,92.70417587,13.19161104,74.48215182,1.711626432,2.623191267,5.902759298,24.33854943,0.271724819,216.5821762,182.4057929,169.4662248,0.036773507,NA,12.23700086,NA,6.334241566,5.902759298,NA,0.164632506,NA,0.074057566,0.09057494,-16.99233998,0.025106601,-124.3703292,0.405134081,11.56839057,NA,NA,0.7966
"NWT","SADDLE","SAD.D4","15/09/2010",2010,"1050",NA,6.34,17.83,127.28,0.45708819,NA,79.87379241,12.32980401,81.63090392,1.797958246,3.187318422,8.338050702,24.96314865,0.24716836,223.5642669,176.0895468,164.0156861,0.035500367,NA,9.324109176,NA,0.986058474,8.338050702,NA,0.169123393,NA,0.086733939,0.082389453,-16.95987594,0.065512257,-123.999741,0.292474803,11.67926653,NA,NA,0.8345
"NWT","SADDLE","SAD.D4","5/10/2010",2010,"1255",4.15,6.5,19.81,128.09,0.316227766,1.764158896,88.92215569,14.06712734,76.32549531,7.620202057,10.803035,10.03146526,26.64956653,NA,231.8147832,189.0153671,175.5740668,0.03686695,NA,20.25459245,NA,8.458968294,11.79562415,NA,0.045199199,NA,0.045199199,NA,-16.91349915,0.025243755,-123.1100625,0.605380243,12.19793066,NA,NA,1.1089
"NWT","SADDLE","SAD.D4","14/02/2011",2011,"1300",NA,6.5,20.4,136.64,0.316227766,0.884675145,102.8219196,15.84018584,79.78119253,11.08305681,4.146334584,14.20855449,31.52144041,2.457132585,217.8309478,210.7272577,188.9734621,0.05442521,NA,17.90099459,NA,2.80776496,15.09322963,NA,1.083014141,NA,0.263969946,0.819044195,-16.89935981,0.056399636,-123.7251354,0.177280413,11.46974302,NA,NA,NA
"NWT","SADDLE","SAD.D4","18/03/2011",2011,"1230",NA,6.53,20.1,133.28,0.295120923,NA,95.02737693,14.74967677,77.93342389,6.846097207,3.441175641,12.53126769,32.99965855,0.871698844,182.2260201,194.8516957,183.1238007,0.031028189,NA,15.41405185,NA,2.882784156,12.53126769,NA,0.410021308,NA,0.119455027,0.290566281,-16.84046077,0.036607971,-123.0987535,0.127975487,11.62493265,NA,NA,0.6124
"NWT","SADDLE","SAD.D4","13/06/2011",2011,"DNS",4.4,6.3,33.7,227.54,0.501187234,1.117742274,195.5255997,28.39356808,90.64506497,7.609591377,4.089921868,10.0153375,68.10213446,0.096855427,208.5060172,323.7927537,309.8442493,0.022013399,NA,13.9394029,NA,2.806323126,11.13307977,NA,0.040757109,NA,0.008471967,0.032285142,-17.04753332,0.061942838,-124.4342599,0.140169543,11.94600673,NA,NA,NA
"NWT","SADDLE","SAD.D4","20/06/2011",2011,"DNS",2.5,6.27,16.99,106.69,0.537031796,NA,86.83886278,11.74952614,57.87388803,3.442690086,4.513017234,13.2892723,23.27673076,0.181198669,180.6629638,160.4419988,147.950219,0.040506145,NA,19.41941191,NA,6.13013961,13.2892723,NA,0.240051017,NA,0.17965146,0.060399556,-17.79015913,0.03297688,-130.4893043,0.086372195,11.83196871,NA,NA,NA
"NWT","SADDLE","SAD.D4","6/07/2011",2011,"1000",1.8,6.21,15.38,106.19,0.616595002,0.669948373,76.50245985,9.948020816,55.23531582,4.271934112,4.625842665,7.354257486,15.92728,0.076389489,146.1333048,147.244274,134.1737696,0.046445154,NA,15.56965842,NA,7.545452559,8.024205859,NA,0.213056005,NA,0.187592842,0.025463163,-19.0072402,0.051936485,-138.213654,0.110239264,13.84426768,NA,NA,NA
"NWT","SADDLE","SAD.D4","11/07/2011",2011,"1055",NA,6.08,15.87,118.71,0.831763771,NA,81.10204007,10.8732899,56.20828473,3.225694675,3.723239218,3.29006256,13.72036277,0.087169884,141.5473902,152.2410731,139.5308344,0.043562243,NA,9.065200444,NA,5.775137884,3.29006256,NA,0.062033783,NA,0.032977155,0.029056628,-18.37331362,0.034877484,-137.6808848,0.15684334,9.305624186,NA,NA,NA
"NWT","SADDLE","SAD.D4","18/07/2011",2011,"DNS",1.6,6.84,15.84,114.53,0.144543977,1.411440165,77.73632768,9.792148744,51.05573512,4.65376803,2.848842129,1.467625946,13.72036277,0.142161823,133.5362814,144.7939637,132.7089927,0.043548981,NA,5.972202415,NA,3.093136304,2.879066111,NA,0.062072615,NA,0.014685341,0.047387274,-18.48283589,0.029227376,-135.5811351,0.226114548,12.28155196,NA,NA,NA
"NWT","SADDLE","SAD.D4","25/07/2011",2011,"DNS",2.35,6.893,17.54,147.27,0.12793813,2.358020491,94.86909513,11.61467177,67.41160036,2.93280375,3.300143852,1.290220612,17.92599748,0.104260163,154.1657765,179.3141296,169.8906221,0.026985622,NA,4.497847459,NA,0.849606356,3.648241102,NA,0.042310733,NA,0.007557345,0.034753388,-17.97567657,0.024422833,-131.6786904,0.404511648,12.12672223,NA,NA,NA
"NWT","SADDLE","SAD.D4","1/08/2011",2011,"1000",3,6.891,18.64,160.04,0.128528666,1.239314738,105.4166354,13.36156651,63.09615733,4.029055842,3.58220743,0.645110306,20.59095414,0.162106731,170.2770063,187.2712585,185.0203786,0.006046013,NA,6.670430437,NA,4.786005393,1.884425044,NA,0.213062642,NA,0.159027065,0.054035577,-18.03401777,0.03977267,-132.5286108,0.087800848,11.74353133,NA,NA,NA
"NWT","SADDLE","SAD.D4","11/08/2011",2011,"1130",3.6,6.987,17.82,156.22,0.103038612,0.596409035,100.0559699,14.09859473,63.09615733,3.845929848,2.679603983,3.548106682,18.86289631,NA,177.1986043,181.7960995,181.310607,0.001337052,NA,8.153983653,NA,4.009467936,4.144515717,NA,0.048184174,NA,0.048184174,NA,-18.19517706,0.071520946,-130.7984719,0.149531391,14.76294454,NA,NA,NA
"NWT","SADDLE","SAD.D4","17/08/2011",2011,"DNS",3.6,7.046,17.88,158.95,0.089949758,0.241468554,100.4840535,14.2324833,64.97112264,4.763299271,3.159112064,1.386987157,19.27929579,0.164551515,181.8201239,184.782377,182.9399465,0.005010385,NA,7.997333746,NA,6.368878034,1.628455712,NA,NA,NA,NA,0.054850505,-17.01248116,0.021741369,-122.1343767,0.120253558,13.96547261,NA,NA,NA
"NWT","SADDLE","SAD.D4","26/08/2011",2011,"1130",NA,7.104,20.4,168.93,0.078704579,1.070916062,104.5570986,14.96827654,71.48651313,5.408123615,7.333653005,3.548106682,19.9871749,NA,188.7630848,197.5696325,199.7989346,-0.005610162,NA,13.51434826,NA,8.895325516,4.619022743,NA,0.108511808,NA,0.108511808,NA,-17.97686958,0.014056638,-130.8306857,0.182672031,12.98427094,NA,NA,NA
"NWT","SADDLE","SAD.D4","31/08/2011",2011,"1130",4,7.038,20.7,177.96,0.091622049,NA,116.7658156,15.06845644,77.7315232,7.636954831,12.63644826,4.338366806,20.50767424,0.093566828,193.3988464,217.2943721,215.5360561,0.004062367,NA,14.23890973,NA,9.900542927,4.338366806,NA,0.33040822,NA,0.299219277,0.031188943,-17.88442762,0.042343303,-130.8668788,0.147363385,12.20854216,NA,NA,NA
"NWT","SADDLE","SAD.D4","7/09/2011",2011,"1100",4.15,6.967,19.97,167.45,0.107894672,2.898179957,105.1599789,14.99990112,69.70504669,4.891331271,3.187318422,4.757688505,20.36193443,0.066053177,195.7202877,197.7623326,195.8229945,0.004927364,NA,11.41992728,NA,3.764058816,7.655868462,NA,0.293546656,NA,0.271528931,0.022017726,-17.75263283,0.032712399,-130.4926316,0.038110481,11.52843103,NA,NA,NA
"NWT","SADDLE","SAD.D4","21/09/2011",2011,"DNS",4.32,6.86,19.74,162.89,0.138038426,0.785431593,97.36578868,14.96827654,73.26922801,2.887960045,3.58220743,4.806071778,20.90325375,NA,201.5238909,189.4147233,192.181533,-0.007250621,NA,8.607534163,NA,3.016030792,5.591503371,NA,0.284718663,NA,0.284718663,NA,-17.76660899,0.033601808,-130.9244278,0.041709321,11.20844416,NA,NA,NA
"NWT","SADDLE","SAD.D4","4/10/2011",2011,"1045",4.6,7.039,18.9,151.38,0.091411324,1.320870367,90.47234656,14.24530323,69.16437824,3.195631658,3.836064649,5.435054326,21.19473338,0.096999288,205.0131738,178.4899414,181.9428516,-0.0095799,NA,13.41417484,NA,6.658250147,6.755924693,NA,NA,NA,NA,0.032333096,-17.89977071,0.070116999,-130.0371503,0.29903906,13.16101539,NA,NA,NA
"NWT","SADDLE","SAD.D4","19/10/2011",2011,"1100",5.74,6.952,19.96,158.6,0.111686325,NA,98.93472336,14.07350704,70.75479171,3.368394443,3.412969283,5.386671053,24.75494891,NA,208.5060172,187.2431029,192.1545892,-0.012945483,NA,10.13914054,NA,4.752469482,5.386671053,NA,NA,NA,NA,NA,-17.63208679,0.027333804,-129.3868873,0.244876413,11.66980709,NA,NA,NA
"NWT","SADDLE","SAD.D4","9/11/2011",2011,"1230",NA,6.793,20.1,167.45,0.161064564,NA,113.3308988,15.43915736,73.93959773,2.475429718,2.820635771,6.16080342,29.04386352,NA,210.8345795,205.3461482,205.4753027,-0.000314381,NA,16.69934209,NA,10.53853867,6.16080342,NA,NA,NA,NA,NA,-17.51040873,0.067485938,-129.3912481,0.090242206,10.69202181,NA,NA,NA
"NWT","SADDLE","SAD.D4","17/02/2012",2012,"1230",6.6,7.01,23.1,170.79,0.097723722,1.678174357,118.2309039,16.31004609,81.92782453,3.291078032,6.459255916,8.821883432,31.64636025,0.078189768,217.2897529,221.5357506,217.7956894,0.008513074,NA,12.94863374,NA,2.448575946,10.50005779,NA,0.236107633,NA,0.210044377,0.026063256,-17.73254319,0.077891965,-128.5489259,0.282720512,13.31141965,NA,NA,0.50746765
"NWT","SADDLE","SAD.D4","9/03/2012",2012,"1300",6.85,6.93,25.6,195.61,0.117489755,1.270479697,135.6957341,18.73726612,88.76196222,2.733414212,5.754096973,10.14435956,36.74725385,0.081764869,219.5933917,247.3163461,248.3374752,-0.002060166,NA,13.71570127,NA,2.300862018,11.41483926,NA,0.040208142,NA,0.012953185,0.027254956,-17.66792552,0.019318032,-128.8760595,0.110549227,12.46734463,NA,NA,0.484412199
"NWT","SADDLE","SAD.D4","21/03/2012",2012,"1100",7.11,6.9,30,217.4,0.125892541,1.168494563,174.0711713,21.60431369,84.85343309,3.961663492,5.697684258,11.11202502,45.45000291,0.142283359,219.5933917,285.7849687,279.8019955,0.010578343,NA,12.80811878,NA,0.527599205,12.28051958,NA,0.105011859,NA,0.057584072,0.047427786,-17.74405019,0.014560686,-128.6484806,0.2227548,13.30392084,NA,NA,0.502837993
"NWT","SADDLE","SAD.D4","20/06/2012",2012,"1100",4.75,7.08,25.5,196.36,0.083176377,NA,141.4267619,20.34116383,78.03473802,7.558954531,4.146334584,8.708989128,38.30875188,0.066326546,210.3930784,247.4447946,247.5904021,-0.000294136,NA,9.789296626,NA,1.080307498,8.708989128,NA,0.071801885,NA,0.049693037,0.022108849,-17.4112216,0.071503463,-127.156471,0.228076447,12.13330181,NA,NA,0.465388309
"NWT","SADDLE","SAD.D4","26/06/2012",2012,"850",4.68,7.12,25.8,206.53,0.075857758,NA,117.9066352,19.09122008,76.09150796,7.752505471,3.046286633,10.22499835,30.89684119,0.084884019,208.0965606,220.9177265,250.7830102,-0.063314049,NA,15.58393292,NA,5.358934574,10.22499835,NA,0.355055011,NA,0.326760338,0.028294673,-17.52270561,0.024224191,-126.5514685,0.181730482,13.63017638,NA,NA,0.459850083
"NWT","SADDLE","SAD.D4","12/07/2012",2012,"1140",3.35,7.35,22.4,178.1,0.044668359,1.249717273,117.6117007,16.43972678,72.2116798,6.268527603,9.167066257,9.128310827,19.0294561,0.102025974,186.3917966,213.8260205,215.5268592,-0.0039614,NA,16.37098241,NA,5.992954314,10.3780281,NA,NA,NA,NA,0.034008658,-17.47780521,0.028548788,-128.0968371,0.031087744,11.72560455,NA,NA,0.789719067
"NWT","SADDLE","SAD.D4","17/07/2012",2012,"1000",3.42,7.14,20.7,168.51,0.072443596,NA,107.4446799,14.7925314,74.43557674,7.326754758,9.167066257,8.741244644,18.44649683,NA,187.5311543,204.0719864,204.8648077,-0.001938738,NA,13.37322368,NA,4.631979035,8.741244644,NA,NA,NA,NA,NA,-17.55957037,0.027351117,-129.0605707,0.170615788,11.4159922,NA,NA,0.66374604
"NWT","SADDLE","SAD.D4","24/07/2012",2012,"1140",3.63,7.08,21.4,171.4,0.083176377,NA,111.4247892,15.53284429,71.24310524,5.080333311,4.287366372,9.402482707,19.69569526,0.086198076,194.3708609,203.3642484,204.8717424,-0.003692702,NA,12.23011705,NA,2.827634343,9.402482707,NA,0.116250121,NA,0.087517429,0.028732692,-17.85064321,0.010992807,-129.3651684,0.060729596,13.43997729,NA,NA,0.594421392
"NWT","SADDLE","SAD.D4","31/07/2012",2012,"940",3.66,7.17,25.4,190.12,0.067608298,NA,113.9670245,15.61519411,94.6412757,14.51389215,24.65235664,9.773421133,20.54931419,0.061340543,196.6531368,238.8049948,245.1564325,-0.013123851,NA,15.90635878,NA,6.132937651,9.773421133,NA,NA,NA,NA,0.020446848,-17.69936496,0.024397877,-129.0749169,0.363830035,12.5200028,NA,NA,0.654509998
"NWT","SADDLE","SAD.D4","7/08/2012",2012,"810",3.8,7.09,26.3,187.48,0.081283052,1.70432453,115.7874527,17.44764554,96.60544766,14.85791571,29.13716752,9.886315436,22.36065192,0.124752822,198.9389732,246.4840692,248.9888877,-0.005055409,NA,19.35617429,NA,7.765534328,11.59063997,NA,NA,NA,NA,0.041584274,-17.66312819,0.038067907,-129.5885638,0.071103091,11.71646168,NA,NA,0.737795398
"NWT","SADDLE","SAD.D4","17/08/2012",2012,"1030",4.04,6.94,21.7,171.72,0.114815362,0.541483723,114.9185759,15.36663248,72.46249446,5.261108419,3.610413787,8.838011189,22.15245218,0.074926129,204.8188624,208.6651104,206.3958033,0.005467407,NA,NA,NA,NA,9.379494913,NA,0.080845074,NA,0.055869697,0.024975376,-17.79455992,0.044583767,-128.7241811,0.072532442,13.6322982,NA,NA,0.622681856
"NWT","SADDLE","SAD.D4","23/08/2012",2012,"1310",4.18,7,21.4,165.9,0.1,NA,106.9189235,14.80748946,70.52072618,5.511337179,3.384762926,9.821804406,20.11209474,0.372070288,208.292243,197.8584764,199.5907324,-0.004358434,NA,13.8528158,NA,4.031011397,9.821804406,NA,NA,NA,NA,0.124023429,NA,NA,NA,NA,NA,NA,NA,0.539192987
"NWT","SADDLE","SAD.D4","31/08/2012",2012,"840",4.39,7.04,21.5,181.45,0.091201084,NA,106.9189235,15.76630234,77.32311337,4.650536931,3.159112064,10.14435956,21.27801327,0.132980174,212.9292761,204.7500773,216.1644651,-0.027118065,NA,11.39756479,NA,1.25320523,10.14435956,NA,NA,NA,NA,0.044326725,-17.7692667,0.023221981,-129.7290276,0.191269595,12.42510601,NA,NA,0.570307827
